3.999640e+003,7.701439e-001
4.003497e+003,7.694284e-001
4.007354e+003,7.685013e-001
4.011211e+003,7.671553e-001
4.015068e+003,7.657161e-001
4.018925e+003,7.639720e-001
4.022781e+003,7.619191e-001
4.026638e+003,7.594445e-001
4.030495e+003,7.566749e-001
4.034352e+003,7.538191e-001
4.038209e+003,7.509311e-001
4.042066e+003,7.475603e-001
4.045923e+003,7.443597e-001
4.049780e+003,7.412186e-001
4.053637e+003,7.383391e-001
4.057494e+003,7.351323e-001
4.061351e+003,7.315747e-001
4.065208e+003,7.271338e-001
4.069065e+003,7.220101e-001
4.072922e+003,7.163829e-001
4.076779e+003,7.111073e-001
4.080635e+003,7.061706e-001
4.084492e+003,7.016544e-001
4.088349e+003,6.971933e-001
4.092206e+003,6.931126e-001
4.096063e+003,6.886208e-001
4.099920e+003,6.841595e-001
4.103777e+003,6.797630e-001
4.107634e+003,6.755515e-001
4.111491e+003,6.715117e-001
4.115348e+003,6.678379e-001
4.119205e+003,6.642705e-001
4.123062e+003,6.609878e-001
4.126918e+003,6.578092e-001
4.130775e+003,6.549589e-001
4.134632e+003,6.522965e-001
4.138489e+003,6.502828e-001
4.142346e+003,6.482584e-001
4.146203e+003,6.464976e-001
4.150060e+003,6.448239e-001
4.153917e+003,6.433307e-001
4.157774e+003,6.417525e-001
4.161631e+003,6.403520e-001
4.165488e+003,6.390222e-001
4.169345e+003,6.379008e-001
4.173202e+003,6.368080e-001
4.177059e+003,6.359980e-001
4.180916e+003,6.351625e-001
4.184772e+003,6.346611e-001
4.188629e+003,6.341409e-001
4.192486e+003,6.337428e-001
4.196343e+003,6.333512e-001
4.200200e+003,6.330518e-001
4.204057e+003,6.327672e-001
4.207914e+003,6.329411e-001
4.211771e+003,6.333954e-001
4.215628e+003,6.340782e-001
4.219485e+003,6.345596e-001
4.223342e+003,6.351565e-001
4.227199e+003,6.353116e-001
4.231056e+003,6.355490e-001
4.234913e+003,6.358200e-001
4.238770e+003,6.364933e-001
4.242626e+003,6.376135e-001
4.246483e+003,6.394116e-001
4.250340e+003,6.410649e-001
