"WikiPlantaID"	"COL_NOTDECENVIR"	"FLO_NOTDEFLO"	"COL_VIRIGUA"	"COL_TIPDEAMO"	"HAB_HAB"	"FRU_NOTDEFRU"	"COL_AMO"	"COL_AMO_UNIT"	"COL_FER"	"COL_NOT"	"HAB_DAP"	"HAB_DAP_UNIT"	"COL_DAP"	"COL_DAP_UNIT"	"COL_ABU"	"IMA_FOLFACABA"	"IMA_EXS"	"IMA_FOLFACADA"
"12927"					"árvore"
"12928"					"árvore"
"12929"					"árvore"
"12930"					"árvore"
"12931"					"árvore"
"12932"	"ca"				"árvore"
"12933"					"árvore"
"12934"			"22002"		"árvore"
"12935"					"árvore"
"12936"					"árvore"
"12937"					"árvore"
"12938"					"árvore"
"12939"					"árvore"
"12940"					"árvore"
"12941"					"árvore"
"12942"					"árvore"
"12943"					"árvore"
"12944"					"árvore"
"12945"					"árvore"
"12946"					"árvore"
"12947"					"árvore"
"12948"	"ep"				"árvore"
"12949"					"árvore"
"12950"					"árvore"
"12951"					"árvore"
"12952"					"árvore"
"12953"					"árvore"
"12954"					"árvore"
"12955"					"árvore"
"12956"					"árvore"
"12957"			"22002"		"árvore"
"12958"					"árvore"
"12959"					"árvore"
"12960"					"árvore"
"12961"					"árvore"
"12962"					"árvore"
"12963"					"árvore"
"12964"					"árvore"
"12965"					"árvore"
"12966"					"árvore"
"12967"					"árvore"
"12968"	"ep"				"árvore"
"12969"					"árvore"
"12970"	"co"				"árvore"
"12971"					"árvore"
"12972"					"árvore"
"12973"					"árvore"
"12974"					"árvore"
"12975"					"árvore"
"12976"					"árvore"
"12977"					"árvore"
"12978"					"árvore"
"12979"			"22002"		"árvore"
"12980"					"árvore"
"12981"					"árvore"
"12982"					"árvore"
"12983"					"árvore"
"12984"					"árvore"
"12985"					"árvore"
"12986"	"ep"				"árvore"
"12987"					"árvore"
"12988"					"árvore"
"12989"					"árvore"
"12990"					"árvore"
"12991"	"ep"				"árvore"
"12992"					"árvore"
"12993"					"árvore"
"12994"					"árvore"
"12995"					"árvore"
"12996"					"árvore"
"12997"					"árvore"
"12998"					"árvore"
"12999"					"árvore"
"13000"					"árvore"
"13001"					"árvore"
"13002"					"árvore"
"13003"					"árvore"
"13004"					"árvore"
"13005"					"árvore"
"13006"					"árvore"
"13007"					"árvore"
"13008"					"árvore"
"13009"					"árvore"
"13010"					"árvore"
"13011"					"árvore"
"13012"					"árvore"
"13013"					"árvore"
"13014"					"árvore"
"13015"					"árvore"
"13016"					"árvore"
"13017"					"árvore"
"13018"					"árvore"
"13019"					"árvore"
"13020"	"qb"				"árvore"
"13021"					"árvore"
"13022"					"árvore"
"13023"					"árvore"
"13024"					"árvore"
"13025"	"qb"				"árvore"
"13026"					"árvore"
"13027"					"árvore"
"13028"					"árvore"
"13029"					"árvore"
"13030"					"árvore"
"13031"					"árvore"
"13032"					"árvore"
"13033"					"árvore"
"13034"					"árvore"
"13035"					"árvore"
"13036"					"árvore"
"13037"					"árvore"
"13038"					"árvore"
"13039"			"22002"		"árvore"
"13040"					"árvore"
"13041"					"árvore"
"13042"					"árvore"
"13043"					"árvore"
"13044"					"árvore"
"13045"					"árvore"
"13046"					"árvore"
"13047"	"ep"				"árvore"
"13048"					"árvore"
"13049"					"árvore"
"13050"					"árvore"
"13051"			"22002"		"árvore"
"13052"					"árvore"
"13053"					"árvore"
"13054"					"árvore"
"13055"					"árvore"
"13056"					"árvore"
"13057"					"árvore"
"13058"					"árvore"
"13059"					"árvore"
"13060"					"árvore"
"13061"					"árvore"
"13062"					"árvore"
"13063"					"árvore"
"13064"					"árvore"
"13065"					"árvore"
"13066"					"árvore"
"13067"					"árvore"
"13068"					"árvore"
"13070"					"árvore"
"13071"					"árvore"
"13072"					"árvore"
"13073"					"árvore"
"13074"					"árvore"
"13075"					"árvore"
"13076"			"22002"		"árvore"
"13077"	"ca"				"árvore"
"13078"					"árvore"
"13079"					"árvore"
"13080"					"árvore"
"13081"					"árvore"
"13082"					"árvore"
"13083"					"árvore"
"13084"					"árvore"
"13085"					"árvore"
"13086"					"árvore"
"13087"					"árvore"
"13088"					"árvore"
"13089"					"árvore"
"13090"					"árvore"
"13091"	"ep"				"árvore"
"13092"					"árvore"
"13093"					"árvore"
"13094"					"árvore"
"13095"					"árvore"
"13096"					"árvore"
"13097"					"árvore"
"13098"					"árvore"
"13099"					"árvore"
"13100"					"árvore"
"13101"					"árvore"
"13102"					"árvore"
"13103"					"árvore"
"13104"					"árvore"
"13105"					"árvore"
"13106"					"árvore"
"13107"					"árvore"
"13108"					"árvore"
"13109"					"árvore"
"13110"					"árvore"
"13111"					"árvore"
"13112"					"árvore"
"13113"					"árvore"
"13114"					"árvore"
"13115"					"árvore"
"13116"					"árvore"
"13117"					"árvore"
"13118"					"árvore"
"13119"					"árvore"
"13120"					"árvore"
"13121"					"árvore"
"13122"					"árvore"
"13123"					"árvore"
"13124"					"árvore"
"13125"					"árvore"
"13126"					"árvore"
"13127"					"árvore"
"13128"					"árvore"
"13129"					"árvore"
"13130"					"árvore"
"13131"					"árvore"
"13132"					"árvore"
"13133"					"árvore"
"13134"					"árvore"
"13135"					"árvore"
"13136"					"árvore"
"13137"					"árvore"
"13138"					"árvore"
"13139"					"árvore"
"13140"					"árvore"
"13141"					"árvore"
"13142"					"árvore"
"13143"					"árvore"
"13144"					"árvore"
"13145"					"árvore"
"13146"					"árvore"
"13147"					"árvore"
"13148"					"árvore"
"13149"					"árvore"
"13150"					"árvore"
"13151"					"árvore"
"13152"					"árvore"
"13153"					"árvore"
"13154"					"árvore"
"13155"					"árvore"
"13156"					"árvore"
"13157"					"árvore"
"13158"					"árvore"
"13159"					"árvore"
"13160"					"árvore"
"13161"					"árvore"
"13162"					"árvore"
"13163"					"árvore"
"13164"					"árvore"
"13165"					"árvore"
"13166"					"árvore"
"13167"					"árvore"
"13168"					"árvore"
"13169"					"árvore"
"13170"					"árvore"
"13171"					"árvore"
"13172"					"árvore"
"13173"					"árvore"
"13174"					"árvore"
"13175"					"árvore"
"13176"					"árvore"
"13177"					"árvore"
"13178"					"árvore"
"13179"					"árvore"
"13180"					"árvore"
"13181"					"árvore"
"13182"					"árvore"
"13183"					"árvore"
"13184"					"árvore"
"13185"					"árvore"
"13186"					"árvore"
"13187"					"árvore"
"13188"					"árvore"
"13189"					"árvore"
"13190"	"co"				"árvore"
"13191"	"co"				"árvore"
"13192"	"co"				"árvore"
"13193"					"árvore"
"13194"					"árvore"
"13195"					"árvore"
"13196"	"co"				"árvore"
"13197"					"árvore"
"13199"	"co"				"árvore"
"13200"					"árvore"
"13201"					"árvore"
"13202"	"co"				"árvore"
"13203"	"co"		"24158"		"árvore"
"13204"					"árvore"
"13205"	"qb"				"árvore"
"13206"	"ep"				"árvore"
"13207"					"árvore"
"13208"	"qb"				"árvore"
"13209"	"ep"				"árvore"
"13210"	"de"				"árvore"
"13211"	"co"				"árvore"
"13212"					"árvore"
"13213"	"ca"				"árvore"
"13214"	"de"				"árvore"
"13215"			"24154"		"árvore"
"13216"					"árvore"
"13217"	"de"				"árvore"
"13218"					"árvore"
"13219"					"árvore"
"13220"	"de"				"árvore"
"13221"	"co"				"árvore"
"13222"	"co"		"24169"		"árvore"
"13223"					"árvore"
"13224"					"árvore"
"13225"					"árvore"
"13226"	"de"				"árvore"
"13227"					"árvore"
"13228"	"de"				"árvore"
"13229"	"ca"				"árvore"
"13230"	"ca"				"árvore"
"13232"	"de"				"árvore"
"13233"	"co"				"árvore"
"13234"					"árvore"
"13235"					"árvore"
"13238"	"de"				"árvore"
"13239"					"árvore"
"13240"	"co"				"árvore"
"13241"					"árvore"
"13242"			"24046"		"árvore"
"13243"	"de"				"árvore"
"13244"					"árvore"
"13245"					"árvore"
"13246"					"árvore"
"13247"	"ca"				"árvore"
"13249"					"árvore"
"13250"					"árvore"
"13251"					"árvore"
"13252"					"árvore"
"13253"					"árvore"
"13254"	"co"				"árvore"
"13256"					"árvore"
"13257"					"árvore"
"13258"	"co"				"árvore"
"13259"					"árvore"
"13260"	"co"				"árvore"
"13261"					"árvore"
"13262"					"árvore"
"13263"	"co"				"árvore"
"13265"					"árvore"
"13266"	"co"				"árvore"
"13267"					"árvore"
"13268"					"árvore"
"13269"					"árvore"
"13270"					"árvore"
"13271"					"árvore"
"13272"					"árvore"
"13273"					"árvore"
"13274"					"árvore"
"13275"					"árvore"
"13276"					"árvore"
"13277"					"árvore"
"13278"					"árvore"
"13279"					"árvore"
"13280"					"árvore"
"13281"					"árvore"
"13282"			"24049"		"árvore"
"13283"					"árvore"
"13284"					"árvore"
"13285"					"árvore"
"13286"					"árvore"
"13287"					"árvore"
"13288"					"árvore"
"13289"					"árvore"
"13290"	"co"				"árvore"
"13291"					"árvore"
"13292"					"árvore"
"13293"					"árvore"
"13294"					"árvore"
"13296"					"árvore"
"13297"					"árvore"
"13298"					"árvore"
"13299"					"árvore"
"13300"					"árvore"
"13301"					"árvore"
"13302"	"co"				"árvore"
"13303"					"árvore"
"13304"					"árvore"
"13305"					"árvore"
"13306"					"árvore"
"13307"					"árvore"
"13308"			"24169"		"árvore"
"13309"					"árvore"
"13310"					"árvore"
"13311"	"ca"				"árvore"
"13312"	"co"				"árvore"
"13313"					"árvore"
"13314"	"co"				"árvore"
"13315"					"árvore"
"13317"					"árvore"
"13318"					"árvore"
"13319"	"co"				"árvore"
"13320"					"árvore"
"13321"					"árvore"
"13322"	"co"				"árvore"
"13323"			"24158"		"árvore"
"13324"					"árvore"
"13325"	"qb"				"árvore"
"13326"					"árvore"
"13327"			"24134"		"árvore"
"13329"					"árvore"
"13330"					"árvore"
"13331"					"árvore"
"13332"					"árvore"
"13333"					"árvore"
"13335"					"árvore"
"13336"					"árvore"
"13337"					"árvore"
"13340"	"co"				"árvore"
"13341"					"árvore"
"13342"					"árvore"
"13343"					"árvore"
"13344"					"árvore"
"13345"					"árvore"
"13346"			"24124"		"árvore"
"13347"	"co"		"24034"		"árvore"
"13348"	"co"		"24124;24167"		"árvore"
"13349"	"qb"				"árvore"
"13350"					"árvore"
"13351"					"árvore"
"13352"					"árvore"
"13353"					"árvore"
"13354"	"ep"				"árvore"
"13355"	"co"				"árvore"
"13356"					"árvore"
"13357"					"árvore"
"13358"					"árvore"
"13359"					"árvore"
"13360"					"árvore"
"13361"					"árvore"
"13362"					"árvore"
"13363"	"qb"				"árvore"
"13364"					"árvore"
"13365"					"árvore"
"13366"					"árvore"
"13367"					"árvore"
"13368"					"árvore"
"13369"	"co"		"24034"		"árvore"
"13370"	"co"				"árvore"
"13371"					"árvore"
"13372"					"árvore"
"13373"	"ca"				"árvore"
"13374"					"árvore"
"13375"					"árvore"
"13376"	"ca"				"árvore"
"13377"					"árvore"
"13378"					"árvore"
"13379"					"árvore"
"13380"					"árvore"
"13381"	"co"				"árvore"
"13382"			"24154"		"árvore"
"13383"					"árvore"
"13384"					"árvore"
"13385"					"árvore"
"13386"					"árvore"
"13387"					"árvore"
"13388"					"árvore"
"13389"	"de"				"árvore"
"13390"					"árvore"
"13391"					"árvore"
"13393"	"co"				"árvore"
"13394"					"árvore"
"13395"					"árvore"
"13396"	"qb"				"árvore"
"13397"	"co"				"árvore"
"13398"					"árvore"
"13399"					"árvore"
"13400"	"ca"				"árvore"
"13401"					"árvore"
"13402"					"árvore"
"13403"					"árvore"
"13404"	"co"				"árvore"
"13406"					"árvore"
"13407"					"árvore"
"13408"					"árvore"
"13409"					"árvore"
"13410"					"árvore"
"13411"					"árvore"
"13412"					"árvore"
"13413"					"árvore"
"13414"					"árvore"
"13415"					"árvore"
"13416"					"árvore"
"13417"					"árvore"
"13418"					"árvore"
"13419"					"árvore"
"13420"					"árvore"
"13421"	"de"				"árvore"
"13422"			"24280"		"árvore"
"13423"					"árvore"
"13424"					"árvore"
"13425"			"24250"		"árvore"
"13426"					"árvore"
"13427"					"árvore"
"13428"					"árvore"
"13429"					"árvore"
"13430"					"árvore"
"13431"					"árvore"
"13432"					"árvore"
"13433"					"árvore"
"13434"					"árvore"
"13435"	"co"				"árvore"
"13436"					"árvore"
"13437"					"árvore"
"13438"	"qb"				"árvore"
"13439"					"árvore"
"13440"					"árvore"
"13442"					"árvore"
"13443"	"co"				"árvore"
"13444"					"árvore"
"13445"			"24280"		"árvore"
"13446"					"árvore"
"13447"	"co"				"árvore"
"13448"					"árvore"
"13449"	"co"				"árvore"
"13450"			"24250"		"árvore"
"13451"					"árvore"
"13452"					"árvore"
"13453"					"árvore"
"13454"					"árvore"
"13455"					"árvore"
"13456"	"co"				"árvore"
"13457"					"árvore"
"13458"	"qb"				"árvore"
"13460"					"árvore"
"13461"			"24280"		"árvore"
"13462"			"24280"		"árvore"
"13463"					"árvore"
"13464"					"árvore"
"13465"					"árvore"
"13466"			"24280"		"árvore"
"13467"	"ca"				"árvore"
"13468"					"árvore"
"13469"					"árvore"
"13470"					"árvore"
"13471"					"árvore"
"13472"					"árvore"
"13473"					"árvore"
"13474"					"árvore"
"13475"					"árvore"
"13476"			"24280"		"árvore"
"13477"	"ep"				"árvore"
"13478"					"árvore"
"13479"					"árvore"
"13480"					"árvore"
"13481"					"árvore"
"13482"	"co"				"árvore"
"13483"					"árvore"
"13484"					"árvore"
"13485"					"árvore"
"13486"					"árvore"
"13487"					"árvore"
"13488"					"árvore"
"13489"					"árvore"
"13490"					"árvore"
"13491"					"árvore"
"13492"					"árvore"
"13493"					"árvore"
"13494"					"árvore"
"13495"					"árvore"
"13496"					"árvore"
"13497"					"árvore"
"13498"					"árvore"
"13499"					"árvore"
"13500"					"árvore"
"13501"					"árvore"
"13502"					"árvore"
"13503"					"árvore"
"13504"					"árvore"
"13505"					"árvore"
"13506"					"árvore"
"13507"					"árvore"
"13508"					"árvore"
"13509"					"árvore"
"13510"					"árvore"
"13511"					"árvore"
"13512"					"árvore"
"13513"					"árvore"
"13514"	"co"				"árvore"
"13515"					"árvore"
"13516"					"árvore"
"13517"					"árvore"
"13518"					"árvore"
"13519"					"árvore"
"13520"					"árvore"
"13521"					"árvore"
"13522"					"árvore"
"13523"					"árvore"
"13524"	"co"				"árvore"
"13525"					"árvore"
"13526"					"árvore"
"13527"					"árvore"
"13528"					"árvore"
"13529"					"árvore"
"13530"					"árvore"
"13533"					"árvore"
"13534"					"árvore"
"13535"					"árvore"
"13536"					"árvore"
"13537"					"árvore"
"13538"					"árvore"
"13539"					"árvore"
"13540"					"árvore"
"13541"	"ca"				"árvore"
"13542"			"24280"		"árvore"
"13543"					"árvore"
"13544"					"árvore"
"13545"	"ca"				"árvore"
"13546"					"árvore"
"13547"					"árvore"
"13548"					"árvore"
"13549"					"árvore"
"13550"	"co"				"árvore"
"13551"					"árvore"
"13552"					"árvore"
"13553"					"árvore"
"13555"					"árvore"
"13556"					"árvore"
"13557"					"árvore"
"13558"					"árvore"
"13559"					"árvore"
"13560"					"árvore"
"13561"	"si"				"árvore"
"13562"					"árvore"
"13563"					"árvore"
"13564"					"árvore"
"13565"	"de"				"árvore"
"13566"					"árvore"
"13567"					"árvore"
"13568"					"árvore"
"13569"					"árvore"
"13570"	"co"				"árvore"
"13571"					"árvore"
"13572"					"árvore"
"13573"					"árvore"
"13574"			"24280"		"árvore"
"13575"					"árvore"
"13576"					"árvore"
"13577"					"árvore"
"13578"					"árvore"
"13579"					"árvore"
"13580"					"árvore"
"13581"	"co"				"árvore"
"13582"					"árvore"
"13583"					"árvore"
"13584"					"árvore"
"13585"	"de"				"árvore"
"13586"					"árvore"
"13587"					"árvore"
"13588"					"árvore"
"13589"					"árvore"
"13590"			"24280"		"árvore"
"13591"					"árvore"
"13592"					"árvore"
"13593"					"árvore"
"13594"					"árvore"
"13595"					"árvore"
"13596"					"árvore"
"13597"	"co"				"árvore"
"13598"					"árvore"
"13599"					"árvore"
"13600"	"co"				"árvore"
"13601"					"árvore"
"13602"					"árvore"
"13603"					"árvore"
"13604"					"árvore"
"13605"					"árvore"
"13606"					"árvore"
"13607"					"árvore"
"13608"					"árvore"
"13609"			"24280"		"árvore"
"13610"					"árvore"
"13611"			"24280"		"árvore"
"13612"					"árvore"
"13613"	"de"				"árvore"
"13614"					"árvore"
"13615"					"árvore"
"13616"					"árvore"
"13617"					"árvore"
"13618"					"árvore"
"13619"					"árvore"
"13620"					"árvore"
"13621"					"árvore"
"13622"					"árvore"
"13623"					"árvore"
"13624"					"árvore"
"13626"					"árvore"
"13627"					"árvore"
"13628"					"árvore"
"13629"					"árvore"
"13630"	"co"				"árvore"
"13631"			"24280"		"árvore"
"13633"					"árvore"
"13634"	"de"				"árvore"
"13635"					"árvore"
"13636"					"árvore"
"13637"	"co"				"árvore"
"13638"					"árvore"
"13639"					"árvore"
"13640"					"árvore"
"13641"					"árvore"
"13642"					"árvore"
"13643"					"árvore"
"13645"					"árvore"
"13646"					"árvore"
"13647"					"árvore"
"13648"					"árvore"
"13649"					"árvore"
"13650"	"co"				"árvore"
"13651"					"árvore"
"13652"					"árvore"
"13653"					"árvore"
"13654"					"árvore"
"13655"			"24280"		"árvore"
"13656"					"árvore"
"13657"	"qb"				"árvore"
"13658"					"árvore"
"13659"					"árvore"
"13660"					"árvore"
"13661"					"árvore"
"13662"					"árvore"
"13663"					"árvore"
"13664"					"árvore"
"13665"					"árvore"
"13666"					"árvore"
"13667"			"24280"		"árvore"
"13668"					"árvore"
"13669"					"árvore"
"13670"	"co"				"árvore"
"13671"					"árvore"
"13672"					"árvore"
"13673"					"árvore"
"13674"	"ca"				"árvore"
"13675"					"árvore"
"13676"					"árvore"
"13677"					"árvore"
"13678"					"árvore"
"13679"					"árvore"
"13680"	"de"				"árvore"
"13681"					"árvore"
"13682"					"árvore"
"13683"	"co"				"árvore"
"13685"					"árvore"
"13686"					"árvore"
"13687"					"árvore"
"13688"	"co"				"árvore"
"13689"					"árvore"
"13690"	"co"				"árvore"
"13691"					"árvore"
"13692"					"árvore"
"13693"					"árvore"
"13694"					"árvore"
"13695"					"árvore"
"13696"					"árvore"
"13697"					"árvore"
"13698"	"si"				"árvore"
"13699"					"árvore"
"13700"	"qb"				"árvore"
"13701"					"árvore"
"13702"					"árvore"
"13703"					"árvore"
"13704"					"árvore"
"13705"	"co"				"árvore"
"13706"					"árvore"
"13707"					"árvore"
"13708"					"árvore"
"13709"					"árvore"
"13710"					"árvore"
"13711"	"co"				"árvore"
"13712"					"árvore"
"13713"					"árvore"
"13714"					"árvore"
"13715"	"ca"				"árvore"
"13716"					"árvore"
"13717"					"árvore"
"13718"	"co"				"árvore"
"13719"			"24280"		"árvore"
"13720"					"árvore"
"13721"	"co"				"árvore"
"13722"	"co"				"árvore"
"13723"					"árvore"
"13724"					"árvore"
"13725"					"árvore"
"13726"					"árvore"
"13727"					"árvore"
"13728"					"árvore"
"13729"	"co"				"árvore"
"13730"			"24280"		"árvore"
"13731"					"árvore"
"13732"	"co"				"árvore"
"13733"					"árvore"
"13734"					"árvore"
"13735"					"árvore"
"13736"					"árvore"
"13737"					"árvore"
"13738"	"de"				"árvore"
"13739"					"árvore"
"13740"					"árvore"
"13741"					"árvore"
"13742"	"qb"				"árvore"
"13743"					"árvore"
"13744"					"árvore"
"13745"					"árvore"
"13746"					"árvore"
"13747"					"árvore"
"13748"	"co"				"árvore"
"13749"					"árvore"
"13750"					"árvore"
"13751"					"árvore"
"13752"					"árvore"
"13753"					"árvore"
"13754"					"árvore"
"13755"	"de"				"árvore"
"13756"					"árvore"
"13757"	"co"				"árvore"
"13758"	"co"				"árvore"
"13760"					"árvore"
"13761"	"co"				"árvore"
"13762"					"árvore"
"13763"	"co"				"árvore"
"13764"			"24280"		"árvore"
"13765"					"árvore"
"13766"					"árvore"
"13767"					"árvore"
"13769"	"co"				"árvore"
"13770"	"ca"				"árvore"
"13771"	"ca"				"árvore"
"13772"					"árvore"
"13773"	"co"				"árvore"
"13774"			"24280"		"árvore"
"13775"	"co"				"árvore"
"13776"	"co"				"árvore"
"13777"					"árvore"
"13778"					"árvore"
"13779"					"árvore"
"13780"			"24280"		"árvore"
"13781"			"24280"		"árvore"
"13782"			"24280"		"árvore"
"13783"					"árvore"
"13784"					"árvore"
"13786"			"24280"		"árvore"
"13787"					"árvore"
"13788"					"árvore"
"13789"					"árvore"
"13790"					"árvore"
"13791"					"árvore"
"13793"					"árvore"
"13794"					"árvore"
"13795"	"co"				"árvore"
"13796"					"árvore"
"13797"					"árvore"
"13798"					"árvore"
"13799"					"árvore"
"13800"					"árvore"
"13801"					"árvore"
"13802"					"árvore"
"13803"					"árvore"
"13804"					"árvore"
"13805"					"árvore"
"13806"					"árvore"
"13807"	"co"				"árvore"
"13808"					"árvore"
"13809"					"árvore"
"13810"					"árvore"
"13811"					"árvore"
"13812"					"árvore"
"13813"					"árvore"
"13814"					"árvore"
"13815"					"árvore"
"13816"	"co"				"árvore"
"13817"	"co"				"árvore"
"13818"					"árvore"
"13819"					"árvore"
"13820"	"co"				"árvore"
"13821"					"árvore"
"13822"					"árvore"
"13823"					"árvore"
"13824"					"árvore"
"13825"	"qb"				"árvore"
"13826"					"árvore"
"13827"					"árvore"
"13828"					"árvore"
"13829"					"árvore"
"13830"					"árvore"
"13831"					"árvore"
"13832"					"árvore"
"13833"					"árvore"
"13834"					"árvore"
"13835"					"árvore"
"13836"					"árvore"
"13837"					"árvore"
"13838"					"árvore"
"13839"					"árvore"
"13840"					"árvore"
"13841"					"árvore"
"13842"					"árvore"
"13843"					"árvore"
"13844"					"árvore"
"13845"					"árvore"
"13846"					"árvore"
"13847"	"de"				"árvore"
"13848"					"árvore"
"13849"					"árvore"
"13850"	"co"				"árvore"
"13851"					"árvore"
"13852"					"árvore"
"13853"					"árvore"
"13854"					"árvore"
"13855"					"árvore"
"13856"					"árvore"
"13857"					"árvore"
"13859"					"árvore"
"13860"					"árvore"
"13861"					"árvore"
"13862"					"árvore"
"13863"					"árvore"
"13864"	"co"				"árvore"
"13865"	"co"				"árvore"
"13866"					"árvore"
"13867"					"árvore"
"13868"					"árvore"
"13869"					"árvore"
"13870"					"árvore"
"13871"					"árvore"
"13872"					"árvore"
"13873"					"árvore"
"13874"	"co"				"árvore"
"13875"					"árvore"
"13876"					"árvore"
"13877"	"ep"				"árvore"
"13878"					"árvore"
"13879"					"árvore"
"13880"					"árvore"
"13881"	"co"				"árvore"
"13882"					"árvore"
"13883"					"árvore"
"13884"					"árvore"
"13885"					"árvore"
"13886"					"árvore"
"13887"					"árvore"
"13888"					"árvore"
"13889"					"árvore"
"13890"	"ep"				"árvore"
"13891"					"árvore"
"13893"					"árvore"
"13894"					"árvore"
"13895"					"árvore"
"13896"					"árvore"
"13897"	"co"				"árvore"
"13898"					"árvore"
"13899"					"árvore"
"13900"	"co"				"árvore"
"13901"					"árvore"
"13902"					"árvore"
"13903"					"árvore"
"13905"					"árvore"
"13906"					"árvore"
"13907"					"árvore"
"13908"					"árvore"
"13909"					"árvore"
"13910"					"árvore"
"13911"	"co"				"árvore"
"13912"					"árvore"
"13914"					"árvore"
"13915"					"árvore"
"13916"					"árvore"
"13917"					"árvore"
"13918"	"co"				"árvore"
"13919"					"árvore"
"13920"					"árvore"
"13921"					"árvore"
"13922"	"qb"				"árvore"
"13923"					"árvore"
"13924"					"árvore"
"13925"					"árvore"
"13927"					"árvore"
"13928"					"árvore"
"13929"					"árvore"
"13930"					"árvore"
"13931"					"árvore"
"13932"					"árvore"
"13933"					"árvore"
"13934"					"árvore"
"13935"					"árvore"
"13936"	"co"				"árvore"
"13937"					"árvore"
"13938"					"árvore"
"13939"			"18127"		"árvore"
"13940"					"árvore"
"13941"					"árvore"
"13942"					"árvore"
"13943"					"árvore"
"13944"					"árvore"
"13945"					"árvore"
"13946"					"árvore"
"13947"	"co"				"árvore"
"13949"	"co"				"árvore"
"13950"					"árvore"
"13952"					"árvore"
"13953"	"co"				"árvore"
"13954"					"árvore"
"13955"					"árvore"
"13956"	"co"				"árvore"
"13957"	"co"				"árvore"
"13958"					"árvore"
"13959"					"árvore"
"13960"					"árvore"
"13961"					"árvore"
"13962"					"árvore"
"13963"	"co"				"árvore"
"13964"	"co"				"árvore"
"13965"					"árvore"
"13966"	"co"				"árvore"
"13967"					"árvore"
"13968"					"árvore"
"13969"					"árvore"
"13971"					"árvore"
"13972"					"árvore"
"13973"					"árvore"
"13974"					"árvore"
"13975"					"árvore"
"13976"	"co"				"árvore"
"13977"					"árvore"
"13978"					"árvore"
"13979"					"árvore"
"13980"					"árvore"
"13981"					"árvore"
"13982"					"árvore"
"13983"					"árvore"
"13984"					"árvore"
"13985"					"árvore"
"13986"					"árvore"
"13987"					"árvore"
"13988"					"árvore"
"13989"					"árvore"
"13990"					"árvore"
"13991"					"árvore"
"13992"					"árvore"
"13993"					"árvore"
"13994"					"árvore"
"13997"	"co"				"árvore"
"13998"					"árvore"
"13999"					"árvore"
"14000"					"árvore"
"14001"	"ep"				"árvore"
"14002"					"árvore"
"14003"					"árvore"
"14005"					"árvore"
"14006"	"ep"				"árvore"
"14007"					"árvore"
"14008"					"árvore"
"14009"					"árvore"
"14010"					"árvore"
"14011"					"árvore"
"14012"					"árvore"
"14013"					"árvore"
"14014"					"árvore"
"14015"					"árvore"
"14016"					"árvore"
"14017"					"árvore"
"14018"					"árvore"
"14019"	"ep"				"árvore"
"14020"	"co"				"árvore"
"14021"	"co"				"árvore"
"14022"					"árvore"
"14023"					"árvore"
"14024"					"árvore"
"14025"					"árvore"
"14026"					"árvore"
"14027"	"co"				"árvore"
"14028"					"árvore"
"14029"					"árvore"
"14030"					"árvore"
"14031"					"árvore"
"14032"					"árvore"
"14033"					"árvore"
"14034"					"árvore"
"14035"					"árvore"
"14036"					"árvore"
"14037"					"árvore"
"14038"	"co"				"árvore"
"14039"					"árvore"
"14040"					"árvore"
"14041"					"árvore"
"14043"					"árvore"
"14044"					"árvore"
"14046"					"árvore"
"14047"					"árvore"
"14049"					"árvore"
"14050"					"árvore"
"14051"					"árvore"
"14052"					"árvore"
"14053"					"árvore"
"14055"					"árvore"
"14056"					"árvore"
"14057"					"árvore"
"14058"	"co"				"árvore"
"14059"					"árvore"
"14060"					"árvore"
"14061"			"18194"		"árvore"
"14062"			"18194"		"árvore"
"14063"					"árvore"
"14064"	"co"				"árvore"
"14065"	"co"				"árvore"
"14066"					"árvore"
"14067"	"co"				"árvore"
"14068"					"árvore"
"14069"	"co"				"árvore"
"14070"					"árvore"
"14071"					"árvore"
"14072"					"árvore"
"14073"	"co"				"árvore"
"14074"					"árvore"
"14075"					"árvore"
"14077"					"árvore"
"14078"					"árvore"
"14079"					"árvore"
"14080"					"árvore"
"14081"					"árvore"
"14082"					"árvore"
"14083"					"árvore"
"14084"					"árvore"
"14085"	"co"				"árvore"
"14086"					"árvore"
"14087"					"árvore"
"14088"					"árvore"
"14089"	"de"				"árvore"
"14090"					"árvore"
"14091"	"co"				"árvore"
"14092"					"árvore"
"14093"					"árvore"
"14094"					"árvore"
"14095"					"árvore"
"14096"					"árvore"
"14097"	"co"				"árvore"
"14098"					"árvore"
"14099"	"co"				"árvore"
"14100"					"árvore"
"14101"					"árvore"
"14102"					"árvore"
"14103"					"árvore"
"14104"					"árvore"
"14105"			"18511"		"árvore"
"14106"					"árvore"
"14107"					"árvore"
"14108"	"qb"				"árvore"
"14109"					"árvore"
"14110"					"árvore"
"14111"					"árvore"
"14112"					"árvore"
"14113"					"árvore"
"14114"					"árvore"
"14115"					"árvore"
"14116"	"ep"				"árvore"
"14117"					"árvore"
"14118"					"árvore"
"14119"					"árvore"
"14120"					"árvore"
"14121"					"árvore"
"14122"					"árvore"
"14123"	"co"				"árvore"
"14124"					"árvore"
"14125"					"árvore"
"14126"					"árvore"
"14127"					"árvore"
"14128"	"co"				"árvore"
"14129"					"árvore"
