"WikiPlantaID"	"COL_NOTDECENVIR"	"FLO_NOTDEFLO"	"COL_VIRIGUA"	"COL_TIPDEAMO"	"HAB_HAB"	"FRU_NOTDEFRU"	"COL_AMO"	"COL_AMO_UNIT"	"COL_FER"	"COL_NOT"	"HAB_DAP"	"HAB_DAP_UNIT"	"COL_DAP"	"COL_DAP_UNIT"	"COL_ABU"	"IMA_FOLFACABA"	"IMA_EXS"	"IMA_FOLFACADA"
"9374"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta muito semelhante à coleta GD 1047, porém com folhas menores. Foi agrupada com a mesma determinação taxonômica."
"9564"	"co"	"Presença de flores com pétalas rosadas e estames amarelados. Flores coletadas no chão."			"árvore"		"1"	"número"	"flores"	"Indivíduo pouco comum nas campinaranas florestadas do PARNA Viruá."
"9684"	"co"				"árvore"		"3"	"número"	"estéril"	"Planta muito comum nas campinaranas florestadas podendo chegar ao dossel florestal."
"9746"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta comum nas campinaranas florestadas sobre solos extremamente arenosos. Ritidoma escuro com fissuras marcantes."
"9750"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta abundante nas campinaranas arbustivas e florestadas sobre solos extremamente arenosos."
"9756"	"co"				"árvore"		"2"	"número"	"estéril"	"Espécie comum nas campinaranas arbustivas. Emergente."
"9775"	"co"				"árvore"		"3"	"número"	"estéril"	"Espécie muito comum nas campinaranas florestadas sobre solos extremamente arenosos e pouco férteis. Árvore emergente na campinarana arbustiva."
"9789"	"co"			"folhas em sílica"	"árvore"		"3"	"número"	"estéril"	"Planta comum nas campinaranas florestadas sobre solos extremamente arenosos. Ritidoma levemente fissurado com exsudação hialina/avermelhada."
"9802"	"co"				"árvore"		"2"	"número"	"estéril"	"Espécie rara com poucos indivíduos amostrados na parcela"
"9828"	"co"				"árvore"		"3"	"número"	"estéril"	"Espécie com variação no tamanho na folha indicando outra espécie de Amanoa. Morfotipo com a folha menor."
"9890"	"co"				"árvore"	"Presença de frutos arredondados, imaturos de coloração esverdeada."	"1"	"número"	"frutos"	"Espécie com alta densidade de indivíduos arbóreos dentro da parcela. Muito comum nas campinaranas inundáveis e transições com igapó. Raizes aéreas e casva viva avermelhada com exsudato abundante."
"10005"	"co"				"árvore"	"Presença de frutos arredondados, imaturos de coloração esverdeada."	"2"	"número"	"frutos"	"Espécie com alta densidade de indivíduos arbóreos dentro da parcela. Muito comum nas campinaranas inundáveis e transições com igapó. Raizes aéreas e casva viva avermelhada com exsudato abundante."
"10024"	"co"				"árvore"		"4"	"número"	"estéril"	"Planta pouco comum porém encontrada em áreas sobre solos mais arenosos."
"10080"	"co"				"árvore"		"3"	"número"	"estéril"	"Planta pouco comum e ocorre principalmente nas campinaranas sobre solos poucos mais argilosos."
"10114"	"co"	"Estruturas em estado maturação."		"folhas em sílica"	"árvore"		"2"	"número"	"flores"	"Planta pouco comum e presente principalmente nas áreas extremamente arenosas."
"10127"	"co"			"folhas em sílica"	"árvore"		"3"	"número"	"estéril"	"Planta comum principalmente nas campinaranas florestadas sobre solos pouco mais argilosos. Pode atingir o estrato emergente do dossel florestal."
"10140"	"co"			"folhas em sílica"	"árvore"		"4"	"número"	"estéril"	"Planta comum nas campinaranas atingindo o dossel florestal."
"10141"	"co"			"folhas em sílica"	"árvore"		"3"	"número"	"estéril"	"Planta pouco comum principalmente nas campinaranas florestadas sobre solos extremamente arenosos."
"10151"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Indivíduo pouco comum nas campinaranas arborizadas."
"10239"	"co"				"árvore"	"Presença de frutos imaturos de coloração esverdeada."	"3"	"número"	"frutos"	"Indivíduo estabelecido no sub-bosque e suprimido pelo dossel."
"10291"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta comum na campinarana florestada e arbustiva sobre solos extremamente arenosos."
"10352"	"co"			"folhas em sílica"	"árvore"		"3"	"número"	"estéril"	"Planta com abundância rara nas campinaranas inundáveis estudadas."
"10554"	"co"			"folhas em sílica"	"árvore"		"2"	"número"	"estéril"	"Planta comum principalmente nas campinaranas florestadas."
"10681"	"co"				"árvore"		"2"	"número"	"estéril"	"Morfotipo com a folha estreita sugerindo ser outra espécie."
"10703"	"co"				"árvore"	"Presença de frutos imaturos verdes."	"1"	"número"	"frutos"	"rvore pouco comum nas campinaranas estudadas, porém nesta parcela esta espécies apresentou densidade moderada."
"11480"	"co"				"árvore"		"2"	"número"	"estéril"	"Indivíduos presentes principalmente das campinaranas florestadas de alto porte, ocorrendo também em áreas inundáveis. Tronco com ritidoma escuro e bem fissurado."
"11581"	"co"			"folhas em sílica"	"árvore"	"Presença de frutos em abundância. Frutos imaturos com coloração verde."	"2"	"número"	"frutos"	"Indivíduo comum nas campinaranas florestadas e inundáveis, apresentando porte arbóreo. Tronco fissurado e levemente gretado. Exudato de cor branca e abundante. Casca viva avermelhada."
"11764"	"co"				"árvore"		"3"	"número"	"estéril"	"Indivíduo presente principalmente nas campinaranas arbóreas e arbustivas densas."
"11768"	"co"	"Infloresências em fase terminal, transição para fruto. Coloração alva e presença de pêlos ferrugíneos."			"árvore"	"Presença de frutos imaturos verdes e muito pilosos."	"2"	"número"	"flores; frutos"	"Indivíduo pouco comum na parcela."
"11826"	"co"				"árvore"	"Presença de frutos em abundância. Frutos imaturos com coloração verde."	"3"	"número"	"frutos"	"Indivíduo comum nas campinaranas florestadas e inundáveis, apresentando porte arbóreo. Tronco fissurado e levemente gretado. Exudato de cor branca e abundante. Casca viva avermelhada."
"11898"	"co"				"árvore"	"Presença de frutos na parte terminal dos ramos. Frutos imaturos de coloração esverdeada."	"2"	"número"	"frutos"	"Planta muito comum e com alta densidade de indivíduos nas campinaranas arborizadas e florestadas."
"11959"	"co"		"22002"		"árvore"		"2"	"número"	"estéril"	"Planta pouco comum nas campinaranas sobre solos extremamente arenosos e ocorre pricnipalmente em formações arbustivas."
"11986"	"co"				"árvore"		"2"	"número"	"estéril"	"rvore comum nas campinaranas arborizadas e florestadas sobre solos extremamente arenosos."
"12131"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta com abundância rara nas campinaranas do Parna Viruá estudadas, ocorre principalmente em áreas sobre solos extremamente arenosos."
"12338"	"co"				"árvore"		"2"	"número"	"estéril"	"Morfotipo com as folhas pequenas, porém foi considerado mesma espécie que o morfotipo da folha grande."
"12419"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta muito comum nas campinaranas florestadas na área de sub-bosque como arvoreta escandente."
"13069"	"co"				"árvore"		"3"	"número"	"estéril"	"Planta muito comum nas campinaranas arbustivas sobre solos extremamente arenosos do PARNA Viruá."
"13198"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta comum nas campinaranas estudadas, pricipalmente em ambientes em trasição com florestas ombrófilas."
"13231"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta pouco comum nas campinaranas estudadas no PARAN Viruá."
"13236"	"co"				"árvore"		"3"	"número"	"estéril"	"Espécie pouco encontrada nas campinaranas amostradas. Presente somente nas áreas de transi"
"13237"	"co"				"árvore"		"2"	"número"	"estéril"	"rvore rara nas campinaranas, presente em áreas de transição com florestas ombrófilas abertas."
"13248"	"co"				"árvore"		"1"	"número"	"estéril"	"Planta muito comum principalmente no sub-bosque das campinaranas florestadas em transição com florestas ombrófilas. Morfotipo sem tricomas."
"13255"	"co"				"árvore"		"2"	"número"	"estéril"	"Indivíduo com plasticidade nas características foliares. Neste estudo está morfoespécie foi agrupada no grupo Inga laterifolia."
"13264"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta comum pricipalmente nas áreas de transição entre campinaranas florestadas e Florestas Ombrófilas da grade do PPbio/PARNA Viruá."
"13295"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta comum principalmente no sub-bosque das campinaranas florestadas inundáveis sobre solos levemente mais argilosos."
"13316"	"co"				"árvore"		"2"	"número"	"estéril"	"Indivíduos presentes principalmente das campinaranas florestadas de alto porte, ocorrendo também em áreas inundáveis. Tronco com ritidoma escuro e bem fissurado."
"13328"	"co"				"árvore"		"3"	"número"	"estéril"	"Planta pouco comum nas campinaranas florestadas e encontrada principalmente em áreas de transição com florestas ombrófilas."
"13334"	"co"				"árvore"		"3"	"número"	"estéril"	"Planta pouco comum nas campinaranas florestadas do PARNA Viruá. Muito semelhante à P. laevigata."
"13338"	"co"				"árvore"	"Frutos imaturos com coloração esverdeada, porém alguns com coloração alaranjada indicando período de maturação."	"1"	"número"	"frutos"	"Indivíduo com presença rara no sub-bosque das campinaranas florestadas em transição com as florestas ombrófilas."
"13339"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta encontrada principalmente nas campinaranas florestadas sobre solos levemente mais argilosos."
"13392"	"co"				"árvore"		"3"	"número"	"estéril"	"Planta com abundância rara nas campinaranas florestadas e inundáveis."
"13405"	"co"				"árvore"		"3"	"número"	"estéril"	"Planta presente principalmente no sub-bosque de campinaranas em transição com Florestas ombrófilas."
"13441"	"co"	"Presença de flores peludas e coloração ferruginea. Estames caem com facilidade."			"árvore"		"3"	"número"	"flores"	"Indivíduo típico de sub-bosque das campinaranas florestadas em transição com florestas ombrófilas."
"13459"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta pouco comum nas campinaranas e ocorrem em áreas com solos levemente argilosos como as transições com Florestas Ombrófilas."
"13531"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta rara nas campinaranas estudadas. Presente em áreas de transição entre campinaranas com florestas ombrófilas."
"13532"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta considerada com abundância rara nas campinaranas estudadas no PARNA Viruá."
"13554"	"co"				"árvore"		"2"	"número"	"estéril"	"Individuo raro na parcela estudada."
"13625"	"co"				"árvore"		"3"	"número"	"estéril"	"Morfotipo de Tetrameranthus laomae, porém com dimorfismo foliar."
"13632"	"co"				"árvore"		"2"	"número"	"estéril"	"Indivíduo muito comum nas campinaranas florestadas sobre solos extremamente arenoso.. Planta rara na parcela estudada."
"13644"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta comum principalmente nas campinaranas florestadas em transição com florestas ombrófilas."
"13684"	"co"				"árvore"	"Presença de frutos em estado de maturação coloração branca esverdeada."	"1"	"número"	"frutos"	"Planta comum nas campinaranas sobre solos pouco mais argilosos. A folha difere do padrão encotrado para M. chrysophylla."
"13759"	"co"				"árvore"		"2"	"número"	"estéril"	"Indivíduo encontrado somente nas campinaranas sobre solos levemente mais argilosos."
"13768"	"co"				"árvore"		"3"	"número"	"estéril"	"Espécie pouco rara em campinaranas e encontram-se nas áreas de transição entre campinaranas e florestas ombrófilas."
"13785"	"co"				"árvore"	"Frutos com coloração levemente avermelhada, com alguns imaturos e verdes. Textura do fruto enrrugada."	"1"	"número"	"frutos"	"Indivíduo de grande porte alcaçando o dossel das campinaranas florestadas / florestas densas."
"13792"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta parece muito com o morfotipo D. eriopila poré as folhas estão com alta densidade de pêlos."
"13858"	"co"				"árvore"		"2"	"número"	"estéril"	"Plata pouco comum nas campinaranas florestadas do PARNA Viruá. Presente principalmente no sub-bosque das áreas florestadas."
"13892"	"co"				"árvore"		"2"	"número"	"estéril"	"Espécies pouco comum nas campinaranas florestadas."
"13904"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta comum principalmente nas campinaranas sobre solos extremamente arenosos."
"13913"	"co"				"árvore"	"Frutos arredondados de coloração escura situados no parte terminal do ramo"	"3"	"número"	"frutos"	"Indivíduo presente no sub-bosque, tronco fissurado"
"13926"	"co"				"árvore"	"Frutos com coloração avermelhada."	"3"	"número"	"frutos"	"Indivíduo muito comum nas campinaranas florestadas. Ritidoma liso com lenticelas e com coloração cinza escura. Presença de raízes adventícias e látex com coloração amarelada."
"13948"	"co"				"árvore"		"3"	"número"	"estéril"	"Planta muito comum nas campinaranas florestadas e inundáveis, principalmente no estrato emergente, sobre solos levemente mais argilosos."
"13951"	"co"				"árvore"	"Frutos arredondados de coloração escura situados no parte terminal do ramo"	"3"	"número"	"frutos"	"Indivíduo presente no sub-bosque, tronco fissurado"
"13970"	"co"				"árvore"		"3"	"número"	"estéril"	"Planta muito comum nas campinaranas florestadas  e inundáveis do PARNA Viruá."
"13995"	"co"				"árvore"		"1"	"número"	"estéril"	"Planta muito diferente do padrão encontrado para P. egleri. Maio densidade de pêlos."
"13996"	"co"				"árvore"		"2"	"número"	"estéril"	"Indivíduo presente comum nas campinaranas florestadas e arborizadas."
"14004"	"co"				"árvore"		"3"	"número"	"estéril"	"Espécie pouco comum nas campinaranas estudadas."
"14042"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta com abundância rara nas campinaranas do PARNA Viruá."
"14045"	"co"		"18163"		"árvore"		"4"	"número"	"estéril"	"Planta com abundância rara e encontradda principalmente no sub-bosque das campinaranas florestadas."
"14048"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta raramente encontrada nas campinaranas florestadas do PARNA Viruá."
"14054"	"co"	"Presença de flores com coloração alva."			"árvore"		"2"	"número"	"flores"	"Planta muito comum nas campinaranas florestadas, principalmente no sub-bosque."
"14076"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta rara entre as parcelas e ocorre principalmente nas campinaranas florestadas."
"14130"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta com abundância rara nas campinaranas estudadas no PARNA Viruá. Ocorre principalmente em áreas arenosas."
"14208"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta com baixa densidade nas campinaranas florestadas no Parna Viruá."
"14226"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta muito comum nas campinaranas florestadas do PARNA Viruá, principalmente nas áreas inundáveis."
"14269"	"co"	"Presença de botões florais em fase de maturação."			"árvore"		"1"	"número"	"flores"
"14301"	"co"				"árvore"		"3"	"número"	"estéril"	"Planta com abundância rara nas campinaranas estudadas na grade PARNA Viruá."
"14358"	"co"	"Presença de botões florais em fase de maturação. Coloração roxa."			"árvore"		"5"	"número"	"flores"	"Indivíduo comum nas transições entre campinarana florestada e florestas de igapó. Árvore muito grossas com os maiores diâmetros registrados na parcela."
"14393"	"co"				"árvore"		"2"	"número"	"estéril"	"Espécie rara entre as parcelas estudadas."
"14411"	"co"				"árvore"		"2"	"número"	"estéril"	"rvore pouco comum nas campinaranas sobre solos extremamente arenosos. Presente principalmente no sub-bosque das campinaranas florestadas."
"14413"	"co"				"árvore"		"2"	"número"	"estéril"	"Espécie muito rara nas campinaranas estudadas"
"14431"	"co"				"árvore"	"Presença de cicatrizes da fase floral e presença de fruto com coloração amarelada e avermelhada."	"1"	"número"	"frutos"	"Espécie rara e pouco densa nas campinaranas estudadas."
"14443"	"co"				"árvore"		"3"	"número"	"estéril"	"Planta comum principalmente nas campinaranas florestadas sobre solos extremamente arenosos."
"14474"	"co"				"árvore"		"2"	"número"	"estéril"	"Indivíduo pouco comum nas campinaranas, principalmente encontrado nas transições com florestas sobre solos pouco mais argilosos."
"14624"	"co"				"árvore"	"Fruto em estado de maturação e desenvolvimento. Coloração marrom esverdeada."	"2"	"número"	"frutos"	"Indivíduo não muito comum nas campinaranas florestadas, porém com presente no estrato arbóreo emergente. Ritidoma corticoso e base irregular com sapopemas."
"14640"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta rara nas campinaranas sobre solos extremamente arenosos. Se estabelece principalmente em áreas de transição com Florestas Ombrófilas sobre solos pouco mais argilosos. Pode chegar nos estratos emergentes do dossel florestal."
"14693"	"co"				"árvore"		"3"	"número"	"estéril"	"Planta muito comum nas campinaranas florestadas sobre solos extremamente arenosos, porém pode ocorrem em áreas abertas como campinaranas arbustivas."
"14717"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta com abundância rara nas campinaranas do PARNA do Viruá. Presente pricipalmente nas áreas extremamente arenosas."
"14731"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta com abundância rara nas campinaranas estudadas."
"14764"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta com abundância rara nas campinaranas, principalmente ocorre em áreas florestadas."
"14773"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta rara nas campinaranas estudadas."
"14815"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta com abundância rara nas campinaranas florestadas sobre solos extremamente arenosos."
"14822"	"co"				"árvore"		"2"	"número"	"estéril"	"rvore presente nas campinaranas florestadas sobre solos extremamente arenosos. Não aparece na parcela como uma espécie comum a esses ambientes."
"14842"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta com abundância rara nas campinaranas sobre solos extremamente arenosos."
"14843"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta encontrada principalmente nas campinaranas florestadas do PARNA Viruá sobre solos levemente mais argilosos."
"14973"	"co"				"árvore"	"Presença de frutos com coloração amarronzada.. Presença de frutos imaturos com coloração verde."	"1"	"número"	"frutos"	"Indivíduo comum nas campinaranas florestadas e arbustivas sobre solos extremamente arenosos. Em algumas parcelas apresenta densidade abundante.. Indivíduo arbóreo comum nas campinaranas arbóreas e arbustivas sobre solos extremamente arenosos."
"15044"	"co"				"árvore"		"2"	"número"	"estéril"	"Indivíduo pouco comum nas campinaranas arbustivas e fisionomias abertas.. Indivíduo com aspecto escleromórfico"
"15058"	"co"				"árvore"		"3"	"número"	"estéril"	"Planta comum nas campinaranas, principalmente em fisionomias arbustivas densas e alagadas."
"15082"	"co"				"árvore"	"Presença de frutos imaturos verdes. Fruto com três lóculos."	"5"	"número"	"frutos"
"15104"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta comum nas campinaranas, principalmente sobre solos arenosos."
"15198"	"co"				"árvore"		"1"	"número"	"estéril"	"Indivíduo raro nas campinaranas com pouca densidade."
"15315"	"co"				"árvore"	"Frutos imaturos com coloração verde amarronzado."	"2"	"número"	"frutos"	"Espécie muito comum nas campinaranas arborizadas sobre solos extremamente arenosos."
"15318"	"co"				"árvore"	"Presença de frutos arredondados, imaturos de coloração esverdeada."	"4"	"número"	"frutos"	"Espécie com alta densidade de indivíduos arbóreos dentro da parcela. Muito comum nas campinaranas inundáveis e transições com igapó. Raizes aéreas e casva viva avermelhada com exsudato abundante."
"15328"	"co"				"árvore"	"Presença inflorescências com frutos imaturos de coloração esverdeada."	"4"	"número"	"frutos"	"Indivíduo comum nas campinaranas florestadas e também está presente nas fisionomias mais abertas."
"15854"	"co"	"Presença de inflorescência comprida com flores agrupadas e imaturas."			"árvore"		"3"	"número"	"flores"	"Indivíduo pouco comum nas campinaranas florestadas, muitos chegam ao estrato arbóreo atingindo o dossel."
"15907"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta com abundância rara nas campinaranas arbustivas estudadas no PARNA Viruá, grade PPBio."
"15978"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta com abundância rara nas campinaranas arbustivas e florestadas do PARNA Viruá."
"16018"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta comum principalmente nas campinaranas florestadas sobre solos extremamente arenosos."
"16127"	"co"				"árvore"		"2"	"número"	"estéril"	"Indivíduo pouco comum nas campinaranas estudadas."
"16205"	"co"				"árvore"		"3"	"número"	"estéril"	"Planta com abundância rara nas campinaranas estudadas e ocorre principalmente nas áreas florestadas."
"16309"	"co"				"árvore"		"3"	"número"	"estéril"	"Indivíduo coletado nas campinaranas arbustivas com porte rasteiro."
"16318"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta muito comum nas campinaranas arbustivas sobre solos extremamente arenosos do PARNA Viruá."
"16427"	"co"				"árvore"		"3"	"número"	"estéril"	"Planta encontrada principalmente em campinaranas florestadas podendo alcançar o dossel e estratos emergentes. Ritidoma bem fissurado de cor acinzentada."
"16479"	"co"				"árvore"		"2"	"número"	"estéril"	"Planta pouco comum nas campinaranas estudadas."
"16504"	"co"				"árvore"		"2"	"número"	"estéril"	"Espécie comum nas campinaranas arbustivas e apresenta uma estatura pequena como arvoretas e troncos retorcidos."
"16633"	"co"				"árvore"	"Presença de frutos em fase de maturação"	"3"	"número"	"frutos"	"Indivíduo com densidade rara nas campinaranas arbistivas estudadas no PARNA Viruá."
"16640"	"co"	"Flores coletadas em estado de maturação. Coloração alva. Presença de pelos com coloração ferrugínea."			"árvore"		"3"	"número"	"flores"	"Indivíduo pouco comum dentro da parcela."
"1"					"palmeira"
"2"					"palmeira"
"3"					"palmeira"
"4"					"palmeira"
"5"					"palmeira"
"6"					"palmeira"
"7"					"palmeira"
"8"					"palmeira"
"9"					"palmeira"
"10"					"palmeira"
"11"					"palmeira"
"12"					"palmeira"
"13"					"palmeira"
"14"					"palmeira"
"15"					"palmeira"
"16"					"palmeira"
"17"					"palmeira"
"18"					"palmeira"
"19"					"palmeira"
"20"					"palmeira"
"21"					"palmeira"
"22"					"palmeira"
"23"					"palmeira"
"24"					"palmeira"
"25"					"palmeira"
"26"					"palmeira"
"27"					"palmeira"
"28"					"palmeira"
"29"					"palmeira"
"30"					"palmeira"
"31"					"palmeira"
"32"					"palmeira"
"33"					"palmeira"
"34"					"palmeira"
"35"					"palmeira"
"36"					"palmeira"
"37"					"palmeira"
"38"					"palmeira"
"39"					"palmeira"
"40"					"palmeira"
"41"					"palmeira"
"42"					"palmeira"
"43"					"palmeira"
"44"					"palmeira"
"45"					"palmeira"
"46"					"palmeira"
"47"					"palmeira"
"48"					"palmeira"
"49"					"palmeira"
"50"					"palmeira"
"51"					"palmeira"
"52"					"palmeira"
"53"					"palmeira"
"54"					"palmeira"
"55"					"palmeira"
"56"					"palmeira"
"57"					"palmeira"
"58"					"palmeira"
"59"					"palmeira"
"60"					"palmeira"
"61"					"palmeira"
"62"					"palmeira"
"63"					"palmeira"
"64"					"palmeira"
"65"					"palmeira"
"66"					"palmeira"
"67"					"palmeira"
"68"					"palmeira"
"69"					"palmeira"
"70"					"palmeira"
"71"					"palmeira"
"72"					"palmeira"
"73"					"palmeira"
"74"					"palmeira"
"75"					"palmeira"
"76"					"palmeira"
"77"					"palmeira"
"78"					"palmeira"
"79"					"palmeira"
"80"					"palmeira"
"81"					"palmeira"
"82"					"palmeira"
"83"					"palmeira"
"84"					"palmeira"
"85"					"palmeira"
"86"					"palmeira"
"87"					"palmeira"
"88"					"palmeira"
"89"					"palmeira"
"90"					"palmeira"
"91"					"palmeira"
"92"					"palmeira"
"93"					"palmeira"
"94"					"palmeira"
"95"					"palmeira"
"96"					"palmeira"
"97"					"palmeira"
"98"					"palmeira"
"99"					"palmeira"
"100"					"palmeira"
"101"					"palmeira"
"102"					"palmeira"
"103"					"palmeira"
"104"					"palmeira"
"105"					"palmeira"
"106"					"palmeira"
"107"					"palmeira"
"108"					"palmeira"
"109"					"palmeira"
"110"					"palmeira"
"111"					"palmeira"
"112"					"palmeira"
"113"					"palmeira"
"114"					"palmeira"
"115"					"palmeira"
"116"					"palmeira"
"117"					"palmeira"
"118"					"palmeira"
"119"					"palmeira"
"120"					"palmeira"
"121"					"palmeira"
"122"					"palmeira"
"123"					"palmeira"
"124"					"palmeira"
"125"					"palmeira"
"126"					"palmeira"
"127"					"palmeira"
"128"					"palmeira"
"129"					"palmeira"
"130"					"palmeira"
"131"					"palmeira"
"132"					"palmeira"
"133"					"palmeira"
"134"					"palmeira"
"135"					"palmeira"
"136"					"palmeira"
"137"					"palmeira"
"138"					"palmeira"
"139"					"palmeira"
"140"					"palmeira"
"141"					"palmeira"
"142"					"palmeira"
"143"					"palmeira"
"144"					"palmeira"
"145"					"palmeira"
"146"					"palmeira"
"147"					"palmeira"
"148"					"palmeira"
"149"					"palmeira"
"150"					"palmeira"
"151"					"palmeira"
"152"					"palmeira"
"153"					"palmeira"
"154"					"palmeira"
"155"					"palmeira"
"156"					"palmeira"
"157"					"palmeira"
"158"					"palmeira"
"159"					"palmeira"
"160"					"palmeira"
"161"					"palmeira"
"162"					"palmeira"
"163"					"palmeira"
"164"					"palmeira"
"165"					"palmeira"
"166"					"palmeira"
"167"					"palmeira"
"168"					"palmeira"
"169"					"palmeira"
"170"					"palmeira"
"171"					"palmeira"
"172"					"palmeira"
"173"					"palmeira"
"174"					"palmeira"
"175"					"palmeira"
"176"					"palmeira"
"177"					"palmeira"
"178"					"palmeira"
"179"					"palmeira"
"180"					"palmeira"
"181"					"palmeira"
"182"					"palmeira"
"183"					"palmeira"
"184"					"palmeira"
"185"					"palmeira"
"186"					"palmeira"
"187"					"palmeira"
"188"					"palmeira"
"189"					"palmeira"
"190"					"palmeira"
"191"					"palmeira"
"192"					"palmeira"
"193"					"palmeira"
"194"					"palmeira"
"195"					"palmeira"
"196"					"palmeira"
"197"					"palmeira"
"198"					"palmeira"
"199"					"palmeira"
"200"					"palmeira"
"201"					"palmeira"
"202"					"palmeira"
"203"					"palmeira"
"204"					"palmeira"
"205"					"palmeira"
"206"					"palmeira"
"207"					"palmeira"
"208"					"palmeira"
"209"					"palmeira"
"210"					"palmeira"
"211"	"co"				"palmeira"
"212"					"palmeira"
"213"					"palmeira"
"214"					"palmeira"
"215"					"palmeira"
"216"					"palmeira"
"217"					"palmeira"
"218"					"palmeira"
"219"					"palmeira"
"220"					"palmeira"
"221"					"palmeira"
"222"					"palmeira"
"223"					"palmeira"
"224"					"palmeira"
"225"					"palmeira"
"226"					"palmeira"
"227"					"palmeira"
"228"					"palmeira"
"229"					"palmeira"
"230"					"palmeira"
"231"					"palmeira"
"232"					"palmeira"
"233"					"palmeira"
"234"					"palmeira"
"235"					"palmeira"
"236"					"palmeira"
"237"					"palmeira"
"238"					"palmeira"
"239"					"palmeira"
"240"					"palmeira"
"241"					"palmeira"
"242"					"palmeira"
"243"					"palmeira"
"244"					"palmeira"
"245"					"palmeira"
"246"					"palmeira"
"247"					"palmeira"
"248"					"palmeira"
"249"					"palmeira"
"250"					"palmeira"
"251"					"palmeira"
"252"					"palmeira"
"253"					"palmeira"
"254"					"palmeira"
"255"					"palmeira"
"256"					"palmeira"
"257"					"palmeira"
"258"					"palmeira"
"259"					"palmeira"
"260"					"palmeira"
"261"					"palmeira"
"262"					"palmeira"
"263"					"palmeira"
"264"					"palmeira"
"265"					"palmeira"
"266"					"palmeira"
"267"					"palmeira"
"268"					"palmeira"
"269"					"palmeira"
"270"					"palmeira"
"271"					"palmeira"
"272"					"palmeira"
"273"					"palmeira"
"274"					"palmeira"
"275"					"palmeira"
"276"					"palmeira"
"277"					"palmeira"
"278"					"palmeira"
"279"					"palmeira"
"280"					"palmeira"
"281"					"palmeira"
"282"					"palmeira"
"283"					"palmeira"
"284"					"palmeira"
"285"					"palmeira"
"286"					"palmeira"
"287"					"palmeira"
"288"					"palmeira"
"289"					"palmeira"
"290"					"palmeira"
"291"					"palmeira"
"292"					"palmeira"
"293"					"palmeira"
"294"					"palmeira"
"295"					"palmeira"
"296"					"palmeira"
"297"					"palmeira"
"298"					"palmeira"
"299"					"palmeira"
"300"					"palmeira"
"301"					"palmeira"
"302"					"palmeira"
"303"					"palmeira"
"304"					"palmeira"
"305"					"palmeira"
"306"					"palmeira"
"307"					"palmeira"
"308"					"palmeira"
"309"					"palmeira"
"310"					"palmeira"
"311"					"palmeira"
"312"					"palmeira"
"313"					"palmeira"
"314"					"palmeira"
"315"					"palmeira"
"316"					"palmeira"
"317"					"palmeira"
"318"					"palmeira"
"319"					"palmeira"
"320"					"palmeira"
"321"					"palmeira"
"322"					"palmeira"
"323"					"palmeira"
"324"					"palmeira"
"325"					"palmeira"
"326"					"palmeira"
"327"					"palmeira"
"328"					"palmeira"
"329"					"palmeira"
"330"					"palmeira"
"331"					"palmeira"
"332"					"palmeira"
"333"					"palmeira"
"334"					"palmeira"
"335"					"palmeira"
"336"					"palmeira"
"337"					"palmeira"
"338"					"palmeira"
"339"					"palmeira"
"340"					"palmeira"
"341"					"palmeira"
"342"					"palmeira"
"343"					"palmeira"
"344"					"palmeira"
