"WikiEspecimenID"	"HAB_HAB"	"HAB_DAP"	"HAB_DAP_UNIT"	"HAB_ALT"	"HAB_ALT_UNIT"	"RAM_DIADORAMTER"	"RAM_DIADORAMTER_UNIT"	"EST_COM"	"EST_COM_UNIT"	"EST_LARNABAS"	"EST_LARNABAS_UNIT"	"EST_DUR"	"PEC_COM"	"PEC_COM_UNIT"	"IND_RAMTIP"	"IND_RAMTAM"	"IND_RAMDEN"	"FOL_FORINDOVAOUOBO"	"FOL_FORINDOVAOUOBO_UNIT"	"FOL_FORINDREDOUEST"	"FOL_FORINDREDOUEST_UNIT"	"FOL_BASDALAM"	"FOL_APIDALAM"	"FOL_TEX"	"FOL_COMTOT"	"FOL_COMTOT_UNIT"	"FOL_LARDALAM"	"FOL_LARDALAM_UNIT"	"IND_LAMABATIP"	"IND_LAMABATAM"	"IND_LAMABADEN"	"FOL_MARDALAM"	"FOL_LARREVDAMAR"	"FOL_LARREVDAMAR_UNIT"	"FOL_NUMDEACA"	"FOL_NUMDEACA_UNIT"	"FOL_DENDOINDNANERCENABA"	"FOL_TAMDOINDNANERCENABA"	"VEN_NERSEC"	"VEN_NUMDENERSEC"	"VEN_NUMDENERSEC_UNIT"	"FOL_INDDASNERSECNAFACABA"	"FOL_INDDASNERSECNAFACADA"	"FLO_SEX"	"INF_TIP"	"INF_BRA"	"INF_COMDOPED"	"INF_COMDOPED_UNIT"	"INF_LARDOPED"	"INF_LARDOPED_UNIT"	"INF_TIPDOINDNOPED"	"INF_DENDOINDNOPED"	"INF_COMTOT"	"INF_COMTOT_UNIT"	"INF_NUMDENOS"	"INF_NUMDENOS_UNIT"	"INF_COMDAPRIRAM"	"INF_COMDAPRIRAM_UNIT"	"INF_NUMDENOSDOPRIRAMLAT"	"INF_NUMDENOSDOPRIRAMLAT_UNIT"	"INF_NUMDEFLO"	"INF_NUMDEFLO_UNIT"	"IND_CALDEN"	"CAL_COM"	"CAL_COM_UNIT"	"CAL_COMDOSLOB"	"CAL_COMDOSLOB_UNIT"	"COR_PELNAPARINTDASPET"	"COR_COMDOTUB"	"COR_COMDOTUB_UNIT"	"COR_COMDOLOB"	"COR_COMDOLOB_UNIT"	"COR_NUMDELOB"	"COR_NUMDELOB_UNIT"	"GIN_TIPDOINDDOOVA"	"GIN_DENDOINDDOOVA"	"GIN_COMDOOVA"	"GIN_COMDOOVA_UNIT"	"GIN_COMDOEST"	"GIN_COMDOEST_UNIT"	"GIN_COMDOEST"	"GIN_COMDOEST_UNIT"	"AND_ALTDOEST"	"AND_ALTDOEST_UNIT"	"AND_COMDAANT"	"AND_COMDAANT_UNIT"	"FRU_COMBAG"	"FRU_COMBAG_UNIT"	"FRU_DIADABAG"	"FRU_DIADABAG_UNIT"	"FRU_COMDACUP"	"FRU_COMDACUP_UNIT"	"FRU_DIADACUP"	"FRU_DIADACUP_UNIT"	"FRU_INDDACUP"	"FRU_CUPCOMLOB"
"8135"
"8136"	"arbusto"			"2"	"m"								"12; 6; 12"	"mm"										"coriácea"	"102; 56; 86"	"mm"	"22.5; 11.5; 18.5"	"mm"		"glabro"	"glabro"	"revoluta forte"	"0.5; 0.5; 0.5"	"mm"	"0; 0; 0"	"número"	"esparso; glabro"	"diminuto; glabro"	"camptódroma"	"7; 6; 7"	"pares"	"glabro"	"glabro"	"homostílica"		"foliáceas"	"20; 12"	"mm"			"pubescente; pubescente"	"denso"	"23; 11"	"mm"	"1; 1"	"número"	"1; 0"	"mm"	"1; 0"	"número"	"16; 6"	"número"	"esparso"	"1.5; 1; 1"	"mm"	"1.5; 0.5; 0.5"	"mm"								"diminuto"	"esparso"
"8137"
"8138"	"arvoreta"	"2"	"cm"	"3"	"m"
"8139"	"arvoreta"	"2"	"cm"	"2"	"m"
"8140"	"arvoreta"			"4"	"m"
"8141"	"arbusto"			"2"	"m"								"7; 7; 6"	"mm"										"membranaceae"	"71; 73; 60"	"mm"	"17; 16; 15"	"mm"		"glabro"	"glabro"	"plana"	"0; 0; 0"	"mm"	"0; 0; 0"	"número"	"esparso"	"diminuto"	"camptódroma"	"7; 6; 6"	"pares"	"diminuto esparso"	"glabro"				"1.7; 1"	"mm"			"diminuto"	"esparso"	"1.7; 1"	"mm"	"0; 0"	"número"	"0; 0"	"mm"	"0; 0"	"número"	"2; 2"	"número"	"glabro"	"0.8"	"mm"	"1.7"	"mm"								"diminuto"	"denso"
"8142"	"arbusto"			"3"	"m"	"1.6; 1.4; 1"	"mm"	"2.4; 2.6; 2.3"	"mm"	"1; 0.8; 0.8"	"mm"	"base persistente"	"3; 5; 2.5; 3.5; 4; 3"	"mm"								"decurrente"	"agudo"	"coriácea"	"29; 31.5; 15.5; 22; 22; 17"	"mm"	"12.8; 13.5; 7; 9.3; 9.3; 8.5"	"mm"		"glabro"	"glabro"	"revoluta leve"	"0.8; 1; 1; 0.8; 0.6; 1.5"	"mm"	"3; 2; 2; 3; 3; 2"	"número"	"esparso"	"diminuto"	"obscura"	"5; 5; 3"	"pares"	"glabro"	"glabro"	"homostílica"		"não-foliáceas"	"6; 6; 5.5; 5"	"mm"	"0.8; 1; 0.8; 0.7"	"mm"	"pubescente"	"denso; esparso"	"6; 7.5; 5.5; 5"	"mm"	"0; 1; 0; 0"	"número"	"0; 0; 0; 0"	"mm"	"0; 0; 0; 0"	"número"	"2; 5; 2; 2"	"número"	"esparso"	"2; 2; 1; 1.5; 1.2"	"mm"	"1.8; 1.8; 1.1; 1.5; 1"	"mm"	"densos e longos por igual"	"1.5"	"mm"	"3.5"	"mm"			"glabro"	"glabro"	"0.5"	"mm"	"0.75"	"mm"	"3.5"	"mm"	"1.5"	"mm"
"8143"
"8144"
"8145"													"13; 10; 16; 9"	"mm"										"coriácea"	"90; 86; 96; 45"	"mm"	"28; 28; 26; 15"	"mm"		"glabro"	"glabro"	"plana"	"0; 0; 0; 0"	"mm"	"5; 5; 4; 3"	"número"	"glabro"	"glabro"	"camptódroma"	"5; 6; 5; 4"	"pares"	"glabro"	"glabro"				"20; 18"	"mm"			"pubescente"	"denso"	"30; 32"	"mm"	"2; 2"	"número"	"0; 0"	"mm"	"0; 0"	"número"	"18; 18"	"número"	"glabro"	"1.2; 1.3; 1.5"	"mm"	"0.7; 0.8; 1.1"	"mm"								"glabro"	"glabro"
