"WikiPlantaID"	"TAG_NUM"	"Family"	"Genus"	"Species"	"LOCAL"	"PosX"	"PosY"	"DAPultimo"	"DAPpom"	"STATUS"	"OBS"
"18500"	"518"	"Burseraceae"	"Protium"	"Protium"	"Parcela 54"	"0.7"	"11.6"	"37"	""	"Viva"	""
"18501"	"2609"	"Burseraceae"	"Protium"	"Protium"	"Parcela 54"	"0.1"	"16.2"	"41"	""	"Viva"	""
"18502"	"1882"	"Fabaceae"	"Swartzia"	"Swartzia"	"Parcela 54"	"0.7"	"30.4"	"43"	""	"Viva"	""
"18503"	"1254"	"Myrsinaceae"	"Cybianthus"	"Cybianthus"	"Parcela 54"	"0.2"	"32.1"	"35"	""	"Viva"	""
"18504"	"410"	"Arecaceae"	"Mauritiella"	"Mauritiella aculeata"	"Parcela 52"	"0.1"	"2"	"145"	""	"Viva"	""
"18505"	"641"	"Myristicaceae"	"Iryanthera"	"Iryanthera"	"Parcela 52"	"0.5"	"9.6"	"140"	""	"Viva"	""
"18506"	"2027"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 54"	"0"	"3.9"	"130"	""	"Viva"	""
"18507"	"205"	"Fabaceae"	"Ormosia"	"Ormosia"	"Parcela 54"	"0"	"49.2"	"234"	""	"Viva"	""
"18508"	"626"	"Euphorbiaceae"	"Hevea"	"Hevea"	"Parcela 56"	"4"	"41.2"	"255"	""	"Viva"	""
"18509"	"2319"	"Burseraceae"	"Protium"	"Protium"	"Parcela 57"	"1"	"4.8"	"198"	""	"Viva"	""
"18510"	"610"	"Fabaceae"	"Ormosia"	"Ormosia"	"Parcela 57"	"5"	"25.2"	"220"	""	"Viva"	""
"18511"	"546"	"Arecaceae"	"Socratea"	"Socratea exorrhiza"	"Parcela 57"	"4"	"22"	"205"	""	"Viva"	""
"18512"	"129"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 58"	"4"	"4"	"260"	""	"Viva"	""
"18513"	"450"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 51"	"0.1"	"15.8"	"47"	""	"Viva"	""
"18514"	"990"	"Humiriaceae"	""	"Humiriaceae"	"Parcela 52"	"0"	"16"	"27"	""	"Viva"	""
"18515"	"657"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 53"	"0.8"	"37.2"	"35"	""	"Viva"	""
"18516"	"2352"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 53"	"0.3"	"44"	"44"	""	"Viva"	""
"18517"	"655"	"Arecaceae"	"Euterpe"	"Euterpe catinga"	"Parcela 52"	"0.3"	"11.7"	"60"	""	"Viva"	""
"18518"	"1492"	"Malvaceae"	"Theobroma"	"Theobroma sylvestre"	"Parcela 52"	"0.2"	"20.7"	"33"	""	"Viva"	""
"18519"	"473"	"Malvaceae"	"Pachira"	"Pachira"	"Parcela 52"	"0"	"24"	"31"	""	"Viva"	""
"18520"	"2573"	"Fabaceae"	"Inga"	"Inga"	"Parcela 53"	"0"	"11.6"	"55"	""	"Viva"	""
"18521"	"2211"	"Icacinaceae"	"Emmotum"	"Emmotum"	"Parcela 57"	"0.8"	"27.3"	"115"	""	"Viva"	""
"18522"	"753"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum sanguinolentum"	"Parcela 51"	"0.7"	"37.3"	"145"	""	"Viva"	""
"18523"	"1718"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 55"	"0.2"	"11.4"	"165"	""	"Viva"	""
"18524"	"1175"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Parcela 51"	"0.9"	"23.7"	"80"	""	"Viva"	""
"18525"	"1012"	"Lauraceae"	"Sextonia"	"Sextonia rubra"	"Parcela 52"	"0.7"	"19.2"	"311"	""	"Viva"	""
"18526"	"2262"	"Malpighiaceae"	""	"Malpighiaceae"	"Parcela 54"	"0.7"	"2.3"	"202"	""	"Viva"	""
"18527"	"1625"	"Malvaceae"	"Pachira"	"Pachira"	"Parcela 55"	"0.5"	"0"	"155"	""	"Viva"	""
"18528"	"1206"	"Myrsinaceae"	"Cybianthus"	"Cybianthus"	"Parcela 55"	"1"	"23.5"	"185"	""	"Viva"	""
"18529"	"1911"	"Chrysobalanaceae"	"Licania"	"Licania"	"Parcela 55"	"0.6"	"18.4"	"66"	""	"Viva"	""
"18530"	"1142"	"Myristicaceae"	"Iryanthera"	"Iryanthera"	"Parcela 55"	"1"	"29.3"	"163"	""	"Viva"	""
"18531"	"1686"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 55"	"0.8"	"31.5"	"37"	""	"Viva"	""
"18532"	"2589"	"Rubiaceae"	"Gleasonia"	"Gleasonia"	"Parcela 50"	"3"	"38.6"	"450"	""	"Viva"	""
"18533"	"1370"	"Fabaceae"	"Ormosia"	"Ormosia"	"Parcela 50"	"5"	"7.7"	"300"	""	"Viva"	""
"18534"	"608"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Parcela 51"	"0.5"	"27.2"	"471"	""	"Viva"	""
"18535"	"1988"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 51"	"3"	"49.3"	"321"	""	"Viva"	""
"18536"	"1008"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 51"	"2"	"28.3"	"311"	""	"Viva"	""
"18537"	"1605"	"Elaeocarpaceae"	"Sloanea"	"Sloanea"	"Parcela 52"	"5"	"28.3"	"402"	""	"Viva"	""
"18538"	"2041"	"Burseraceae"	"Protium"	"Protium"	"Parcela 52"	"3"	"14.5"	"313"	""	"Viva"	""
"18539"	"617"	"Sapindaceae"	""	"Sapindaceae"	"Parcela 53"	"0"	"10.5"	"325"	""	"Viva"	""
"18540"	"1112"	"Chrysobalanaceae"	"Licania"	"Licania"	"Parcela 53"	"0.9"	"40.8"	"286"	""	"Viva"	""
"18541"	"665"	"Clusiaceae"	""	"Clusiaceae"	"Parcela 53"	"3"	"37.6"	"332"	""	"Viva"	""
"18542"	"1230"	"Salicaceae"	"Ryania"	"Ryania"	"Parcela 53"	"4"	"30.4"	"400"	""	"Viva"	""
"18543"	"2527"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Parcela 53"	"5"	"19.9"	"380"	""	"Viva"	""
"18544"	"1454"	"Burseraceae"	"Protium"	"Protium"	"Parcela 55"	"0.2"	"2.8"	"108"	""	"Viva"	""
"18545"	"1123"	"Rubiaceae"	""	"Rubiaceae"	"Parcela 55"	"3"	"33.9"	"549"	""	"Viva"	""
"18546"	"1866"	"Clusiaceae"	""	"Clusiaceae"	"Parcela 56"	"5"	"4.9"	"282"	""	"Viva"	""
"18547"	"217"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 57"	"2.5"	"47.4"	"538"	""	"Viva"	""
"18548"	"2481"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 57"	"5"	"33.5"	"495"	""	"Viva"	""
"18549"	"291"	"Apocynaceae"	"Tabernaemontana"	"Tabernaemontana"	"Parcela 58"	"0"	"4.7"	"37"	""	"Viva"	""
"18550"	"1703"	"Apocynaceae"	""	"Apocynaceae"	"Parcela 58"	"4"	"29.7"	"700"	""	"Viva"	""
"18551"	"539"	"Burseraceae"	"Protium"	"Protium"	"Parcela 51"	"0.5"	"24.7"	"31"	""	"Viva"	""
"18552"	"948"	"Elaeocarpaceae"	"Sloanea"	"Sloanea"	"Parcela 51"	"0.9"	"35"	"30"	""	"Viva"	""
"18553"	"1751"	"Arecaceae"	"Euterpe"	"Euterpe catinga"	"Parcela 54"	"0.5"	"11.8"	"29"	""	"Viva"	""
"18554"	"2337"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 54"	"0.7"	"19.3"	"26"	""	"Viva"	""
"18555"	"2591"	"Malpighiaceae"	""	"Malpighiaceae"	"Parcela 54"	"0.2"	"21.1"	"100"	""	"Viva"	""
"18556"	"1033"	"Clusiaceae"	""	"Clusiaceae"	"Parcela 54"	"0.8"	"43.1"	"23"	""	"Viva"	""
"18557"	"2203"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Parcela 54"	"0.7"	"19.4"	"30"	""	"Viva"	""
"18558"	"2235"	"Sapotaceae"	"Pouteria"	"Pouteria"	"Parcela 55"	"0.2"	"25.7"	"95"	""	"Viva"	""
"18559"	"1581"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Parcela 55"	"0.4"	"30.1"	"94"	""	"Viva"	""
"18560"	"382"	"Lauraceae"	""	"Lauraceae"	"Parcela 51"	"0"	"6.5"	"33"	""	"Viva"	""
"18561"	"2102"	"Sapotaceae"	"Micropholis"	"Micropholis"	"Parcela 51"	"0.7"	"11.7"	"33"	""	"Viva"	""
"18562"	"2259"	"Chrysobalanaceae"	"Licania"	"Licania"	"Parcela 50"	"0.6"	"47.1"	"74"	""	"Viva"	""
"18563"	"2184"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 50"	"0.4"	"10.3"	"30"	""	"Viva"	""
"18564"	"1708"	"Chrysobalanaceae"	"Licania"	"Licania"	"Parcela 52"	"0.9"	"37"	"30"	""	"Viva"	""
"18565"	"251"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 54"	"0.9"	"3.9"	"31"	""	"Viva"	""
"18566"	"2275"	"Pentaphylacaceae"	"Ternstroemia"	"Ternstroemia"	"Parcela 54"	"1"	"20.5"	"87"	""	"Viva"	""
"18567"	"132"	"Moraceae"	"Brosimum"	"Brosimum"	"Parcela 51"	"0.7"	"23.1"	"37"	""	"Viva"	""
"18568"	"826"	"Elaeocarpaceae"	"Sloanea"	"Sloanea"	"Parcela 52"	"0.9"	"22"	"37"	""	"Viva"	""
"18569"	"1459"	"Euphorbiaceae"	"Hevea"	"Hevea"	"Parcela 53"	"0.4"	"38.3"	"26"	""	"Viva"	""
"18570"	"2406"	"Arecaceae"	"Mauritiella"	"Mauritiella aculeata"	"Parcela 51"	"0.6"	"11.8"	"60"	""	"Viva"	""
"18571"	"266"	"Malvaceae"	"Catostemma"	"Catostemma"	"Parcela 54"	"0"	"2.6"	"35"	""	"Viva"	""
"18572"	"813"	"Malvaceae"	"Scleronema"	"Scleronema micranthum"	"Parcela 49"	"3"	"18.4"	"299"	""	"Viva"	""
"18573"	"442"	"Icacinaceae"	""	"Icacinaceae"	"Parcela 49"	"5"	"16.1"	"280"	""	"Viva"	""
"18574"	"1722"	"Euphorbiaceae"	"Alchorneopsis"	"Alchorneopsis"	"Parcela 50"	"0.4"	"10.6"	"45"	""	"Viva"	""
"18575"	"1404"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Parcela 50"	"4"	"50"	"275"	""	"Viva"	""
"18576"	"500"	"Fabaceae"	""	"Fabaceae"	"Parcela 51"	"0"	"0.5"	"90"	""	"Viva"	""
"18577"	"1681"	"Icacinaceae"	"Emmotum"	"Emmotum"	"Parcela 51"	"0.6"	"10.6"	"63"	""	"Viva"	""
"18578"	"2391"	"Icacinaceae"	"Emmotum"	"Emmotum nitens"	"Parcela 51"	"0.8"	"16.8"	"44"	""	"Viva"	""
"18579"	"1818"	"Humiriaceae"	"Sacoglottis"	"Sacoglottis"	"Parcela 51"	"0.8"	"35.1"	"81"	""	"Viva"	""
"18580"	"1517"	"Burseraceae"	"Protium"	"Protium"	"Parcela 52"	"0.5"	"0.7"	"81"	""	"Viva"	""
"18581"	"1269"	"Burseraceae"	"Protium"	"Protium"	"Parcela 52"	"0.2"	"2"	"65"	""	"Viva"	""
"18582"	"978"	"Fabaceae"	"Eperua"	"Eperua glabriflora"	"Parcela 52"	"0.8"	"22.8"	"99"	""	"Viva"	""
"18583"	"258"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 52"	"0.3"	"14.7"	"141"	""	"Viva"	""
"18584"	"437"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 53"	"0"	"24.4"	"60"	""	"Viva"	""
"18585"	"995"	"Clusiaceae"	""	"Clusiaceae"	"Parcela 53"	"0.7"	"31.3"	"100"	""	"Viva"	""
"18586"	"2067"	"Euphorbiaceae"	"Micrandra"	"Micrandra spruceana"	"Parcela 53"	"0.7"	"34.6"	"65"	""	"Viva"	""
"18587"	"994"	"Clusiaceae"	"Caraipa"	"Caraipa"	"Parcela 53"	"0.6"	"45"	"98"	""	"Viva"	""
"18588"	"2454"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 54"	"0.6"	"5"	"103"	""	"Viva"	""
"18589"	"700"	"Clusiaceae"	""	"Clusiaceae"	"Parcela 54"	"0.7"	"47.4"	"105"	""	"Viva"	""
"18590"	"1161"	"Linaceae"	"Roucheria"	"Roucheria"	"Parcela 55"	"0.9"	"30.4"	"31"	""	"Viva"	""
"18591"	"614"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 54"	"0"	"3.1"	"20"	""	"Viva"	""
"18592"	"103"	"Fabaceae"	"Andira"	"Andira micrantha"	"Parcela 54"	"0.8"	"8.9"	"25"	""	"Viva"	""
"18593"	"510"	"Humiriaceae"	"Sacoglottis"	"Sacoglottis"	"Parcela 54"	"0.7"	"35"	"25"	""	"Viva"	""
"18594"	"1781"	"Chrysobalanaceae"	""	"Chrysobalanaceae"	"Parcela 55"	"0.7"	"2.9"	"22; 36"	""	"Viva"	""
"18595"	"2172"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 55"	"0.2"	"43.4"	"25"	""	"Viva"	""
"18596"	"1399"	"Rutaceae"	""	"Rutaceae"	"Parcela 49"	"0"	"49.4"	"35"	""	"Viva"	""
"18597"	"1114"	"Malvaceae"	"Pachira"	"Pachira"	"Parcela 46"	"0.7"	"48.5"	"395"	""	"Viva"	""
"18598"	"2444"	"Arecaceae"	"Euterpe"	"Euterpe catinga"	"Parcela 46"	"5"	"45.4"	"425"	""	"Viva"	""
"18599"	"2156"	"Humiriaceae"	"Sacoglottis"	"Sacoglottis"	"Parcela 48"	"0.6"	"32.4"	"241"	""	"Viva"	""
"18600"	"638"	"Nyctaginaceae"	"Neea"	"Neea"	"Parcela 51"	"0.7"	"0.4"	"139"	""	"Viva"	""
"18601"	"1946"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Parcela 52"	"0.7"	"23.4"	"28"	""	"Viva"	""
"18602"	"1559"	"Burseraceae"	"Protium"	"Protium"	"Parcela 52"	"0"	"39.5"	"25"	""	"Viva"	""
"18603"	"1055"	"Sapotaceae"	"Micropholis"	"Micropholis"	"Parcela 53"	"0.3"	"8.2"	"42"	""	"Viva"	""
"18604"	"2561"	"Fabaceae"	"Swartzia"	"Swartzia"	"Parcela 54"	"0"	"16.6"	"62"	""	"Viva"	""
"18605"	"152"	"Sapotaceae"	"Pouteria"	"Pouteria"	"Parcela 54"	"0.3"	"32.4"	"42"	""	"Viva"	""
"18606"	"864"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Parcela 48"	"0.5"	"18.8"	"28"	""	"Viva"	""
"18607"	"462"	"Pentaphylacaceae"	"Ternstroemia"	"Ternstroemia"	"Parcela 49"	"0.6"	"11.4"	"45"	""	"Viva"	""
"18608"	"1246"	"Apocynaceae"	"Macoubea"	"Macoubea"	"Parcela 54"	"0.2"	"48.5"	"66"	""	"Viva"	""
"18609"	"2432"	"Malvaceae"	"Pachira"	"Pachira"	"Parcela 47"	"0.8"	"18.5"	"60"	""	"Viva"	""
"18610"	"662"	"Clusiaceae"	""	"Clusiaceae"	"Parcela 47"	"0.3"	"26.6"	"64"	""	"Viva"	""
"18611"	"738"	"Clusiaceae"	""	"Clusiaceae"	"Parcela 47"	"0.2"	"27.7"	"36"	""	"Viva"	""
"18612"	"1669"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Parcela 49"	"0.3"	"5.4"	"66"	""	"Viva"	""
"18613"	"2013"	"Chrysobalanaceae"	"Licania"	"Licania"	"Parcela 49"	"0.5"	"19.3"	"35"	""	"Viva"	""
"18614"	"17"	"Burseraceae"	"Protium"	"Protium"	"Parcela 46"	"0.5"	"2.5"	"112"	""	"Viva"	""
"18615"	"541"	"Fabaceae"	"Eperua"	"Eperua glabriflora"	"Parcela 47"	"0.8"	"15.5"	"26"	""	"Viva"	""
"18616"	"418"	""	""	""	"Parcela 47"	"0"	"41.3"	"55"	""	"Viva"	""
"18617"	"425"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Parcela 49"	"0.3"	"34.4"	"112"	""	"Viva"	""
"18618"	"697"	"Araliaceae"	""	"Araliaceae"	"Parcela 49"	"0.5"	"401"	"114"	""	"Viva"	""
"18619"	"235"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Parcela 51"	"0.1"	"12.6"	"35"	""	"Viva"	""
"18620"	"2249"	"Malvaceae"	"Pachira"	"Pachira"	"Parcela 51"	"0"	"13.4"	"30"	""	"Viva"	""
"18621"	"1167"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 51"	"0.9"	"21.7"	"47"	""	"Viva"	""
"18622"	"1270"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 52"	"0"	"9.5"	"29"	""	"Viva"	""
"18623"	"915"	"Annonaceae"	"Guatteria"	"Guatteria"	"Parcela 54"	"0.4"	"44.6"	"91"	""	"Viva"	""
"18624"	"2256"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Parcela 55"	"0.2"	"14.4"	"63"	""	"Viva"	""
"18625"	"2176"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 55"	"0.6"	"36.9"	"30"	""	"Viva"	""
"18626"	"943"	"Elaeocarpaceae"	"Sloanea"	"Sloanea"	"Parcela 46"	"0.3"	"20.5"	"30"	""	"Viva"	""
"18627"	"1019"	"Fabaceae"	"Ormosia"	"Ormosia"	"Parcela 46"	"0.6"	"23.5"	"28"	""	"Viva"	""
"18628"	"1074"	"Arecaceae"	"Mauritiella"	"Mauritiella aculeata"	"Parcela 47"	"0.2"	"8.7"	"36"	""	"Viva"	""
"18629"	"659"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 47"	"0.5"	"17.5"	"33"	""	"Viva"	""
"18630"	"1238"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 48"	"0"	"30.1"	"49"	""	"Viva"	""
"18631"	"779"	"Melastomataceae"	""	"Melastomataceae"	"Parcela 48"	"0.4"	"30.4"	"34"	""	"Viva"	""
"18632"	"1240"	"Rubiaceae"	"Duroia"	"Duroia"	"Parcela 51"	"0.8"	"19.4"	"27"	""	"Viva"	""
"18633"	"128"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Parcela 51"	"1"	"29.8"	"35"	""	"Viva"	""
"18634"	"1133"	"Simaroubaceae"	""	"Simaroubaceae"	"Parcela 46"	"3"	"30.1"	"355"	""	"Viva"	""
"18635"	"2632"	"Sapotaceae"	"Pouteria"	"Pouteria"	"Parcela 47"	"0.2"	"32.5"	"57"	""	"Viva"	""
"18636"	"2581"	"Myrsinaceae"	"Cybianthus"	"Cybianthus"	"Parcela 48"	"0.6"	"19.2"	"137"	""	"Viva"	""
"18637"	"330"	"Arecaceae"	"Euterpe"	"Euterpe catinga"	"Parcela 50"	"3"	"46.9"	"230"	""	"Viva"	""
"18638"	"236"	"Rutaceae"	""	"Rutaceae"	"Parcela 55"	"3.5"	"33.8"	"320"	""	"Viva"	""
"18639"	"1198"	""	""	""	"Parcela 48"	"0.5"	"3.8"	"139; 186"	""	"Viva"	""
"18640"	"1394"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Parcela 48"	"0"	"25.7"	"148; 86; 44; 46"	""	"Viva"	""
"18641"	"99"	"Sapotaceae"	"Pouteria"	"Pouteria"	"Parcela 48"	"0.9"	"29.3"	"35"	""	"Viva"	""
"18642"	"2281"	"Olacaceae"	""	"Olacaceae"	"Parcela 48"	"0.5"	"46.5"	"26"	""	"Viva"	""
"18643"	"1732"	"Rubiaceae"	"Gleasonia"	"Gleasonia"	"Parcela 46"	"0.7"	"22.6"	"43"	""	"Viva"	""
"18644"	"1767"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 46"	"0.8"	"24"	"28"	""	"Viva"	""
"18645"	"1075"	"Arecaceae"	"Euterpe"	"Euterpe catinga"	"Parcela 46"	"0.7"	"28"	"97"	""	"Viva"	""
"18646"	"2428"	"Euphorbiaceae"	"Hevea"	"Hevea"	"Parcela 46"	"0.2"	"48.8"	"35"	""	"Viva"	""
"18647"	"2521"	"Apocynaceae"	"Tabernaemontana"	"Tabernaemontana"	"Parcela 46"	"0.6"	"17.8"	"135"	""	"Viva"	""
"18648"	"2626"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Parcela 49"	"0.5"	"38.1"	"102"	""	"Viva"	""
"18649"	"1810"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum"	"Parcela 47"	"0.6"	"11.9"	"34"	""	"Viva"	""
"18650"	"1239"	"Fabaceae"	"Inga"	"Inga"	"Parcela 48"	"0.6"	"5.2"	"44"	""	"Viva"	""
"18651"	"1658"	"Burseraceae"	"Protium"	"Protium"	"Parcela 50"	"0.7"	"2.3"	"108"	""	"Viva"	""
"18652"	"83"	"Lauraceae"	"Endlicheria"	"Endlicheria"	"Parcela 46"	"0.4"	"17.8"	"32"	""	"Viva"	""
"18653"	"447"	"Malvaceae"	"Pachira"	"Pachira"	"Parcela 46"	"0.8"	"27.9"	"44; 65"	""	"Viva"	""
"18654"	"1765"	"Euphorbiaceae"	"Hevea"	"Hevea"	"Parcela 46"	"0.7"	"46.7"	"43"	""	"Viva"	""
"18655"	"2368"	""	""	""	"Parcela 48"	"0.2"	"18.8"	"114"	""	"Viva"	""
"18656"	"1061"	"Chrysobalanaceae"	"Licania"	"Licania"	"Parcela 48"	"0.8"	"23.5"	"62"	""	"Viva"	""
"18657"	"34"	"Fabaceae"	"Andira"	"Andira micrantha"	"Parcela 49"	"0.7"	"35"	"69"	""	"Viva"	""
"18658"	"2570"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Parcela 46"	"0.4"	"16.2"	"32"	""	"Viva"	""
"18659"	"2173"	"Arecaceae"	"Euterpe"	"Euterpe catinga"	"Parcela 45"	"4"	"39.2"	"240"	""	"Viva"	""
"18660"	"3"	"Moraceae"	"Ficus"	"Ficus"	"Parcela 48"	"0"	"10.4"	"25"	""	"Viva"	""
"18661"	"466"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Parcela 49"	"0.6"	"29.8"	"133"	""	"Viva"	""
"18662"	"822"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Parcela 49"	"0.5"	"30.1"	"95"	""	"Viva"	""
"18663"	"2381"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum"	"Parcela 49"	"5"	"24.5"	"265"	""	"Viva"	""
"18664"	"1539"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 50"	"0"	"48.8"	"122"	""	"Viva"	""
"18665"	"1344"	"Fabaceae"	"Eperua"	"Eperua glabriflora"	"Parcela 51"	"0"	"12.7"	"114"	""	"Viva"	""
"18666"	"1628"	"Fabaceae"	"Swartzia"	"Swartzia"	"Parcela 51"	"0.9"	"40.4"	"80"	""	"Viva"	""
"18667"	"2503"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Parcela 51"	"0.7"	"43.4"	"23"	""	"Viva"	""
"18668"	"1938"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Parcela 51"	"0.4"	"47.7"	"148"	""	"Viva"	""
"18669"	"795"	"Malvaceae"	"Catostemma"	"Catostemma"	"Parcela 52"	"0.7"	"11"	"140"	""	"Viva"	""
"18670"	"1840"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 52"	"0.9"	"17.3"	"65"	""	"Viva"	""
"18671"	"2186"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Parcela 52"	"0.6"	"34.6"	"102"	""	"Viva"	""
"18672"	"1894"	"Myrsinaceae"	"Cybianthus"	"Cybianthus"	"Parcela 53"	"1"	"1.2"	"198"	""	"Viva"	""
"18673"	"575"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Parcela 53"	"0.6"	"1.5"	"105"	""	"Viva"	""
"18674"	"2308"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 53"	"0.6"	"14.3"	"57"	""	"Viva"	""
"18675"	"598"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 53"	"0.6"	"20"	"60; 112"	""	"Viva"	""
"18676"	"2150"	"Chrysobalanaceae"	"Licania"	"Licania"	"Parcela 53"	"1"	"26.3"	"151"	""	"Viva"	""
"18677"	"684"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum"	"Parcela 53"	"1"	"31.2"	"112"	""	"Viva"	""
"18678"	"1480"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 53"	"0.6"	"33"	"84"	""	"Viva"	""
"18679"	"1295"	"Apocynaceae"	"Lacmellea"	"Lacmellea"	"Parcela 53"	"0.7"	"41.1"	"68"	""	"Viva"	""
"18680"	"1235"	"Sapotaceae"	""	"Sapotaceae"	"Parcela 53"	"0"	"42.7"	"83"	""	"Viva"	""
"18681"	"2052"	"Clusiaceae"	"Moronobea"	"Moronobea"	"Parcela 53"	"0.1"	"45.6"	"151"	""	"Viva"	""
"18682"	"976"	"Clusiaceae"	""	"Clusiaceae"	"Parcela 54"	"0.8"	"3.7"	"69"	""	"Viva"	""
"18683"	"2516"	"Dichapetalaceae"	"Tapura"	"Tapura"	"Parcela 54"	"0.7"	"5.8"	"125"	""	"Viva"	""
"18684"	"1031"	"Elaeocarpaceae"	"Sloanea"	"Sloanea"	"Parcela 54"	"0.3"	"13.8"	"68"	""	"Viva"	""
"18685"	"1226"	"Fabaceae"	"Eperua"	"Eperua glabriflora"	"Parcela 54"	"0.5"	"15.3"	"140"	""	"Viva"	""
"18686"	"147"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Parcela 54"	"0.4"	"11.7"	"86"	""	"Viva"	""
"18687"	"389"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Parcela 54"	"0.2"	"28.8"	"68"	""	"Viva"	""
"18688"	"70"	"Elaeocarpaceae"	"Sloanea"	"Sloanea"	"Parcela 54"	"0.7"	"30.5"	"38"	""	"Viva"	""
"18689"	"902"	"Myrtaceae"	""	"Myrtaceae"	"Parcela 54"	"0.3"	"32.1"	"70"	""	"Viva"	""
"18690"	"1700"	"Sapotaceae"	"Pouteria"	"Pouteria"	"Parcela 54"	"0.2"	"43.9"	"120"	""	"Viva"	""
"18691"	"981"	"Malvaceae"	"Scleronema"	"Scleronema micranthum"	"Parcela 55"	"0.9"	"44.8"	"110"	""	"Viva"	""
"18692"	"43"	"Burseraceae"	"Protium"	"Protium"	"Parcela 51"	"0.5"	"25.1"	"41"	""	"Viva"	""
"18693"	"337"	"Ochnaceae"	"Ouratea"	"Ouratea"	"Parcela 51"	"0.6"	"25.1"	"31"	""	"Viva"	""
"18694"	"1683"	"Chrysobalanaceae"	"Licania"	"Licania"	"Parcela 52"	"0.5"	"33.4"	"100"	""	"Viva"	""
"18695"	"853"	"Fabaceae"	"Andira"	"Andira micrantha"	"Parcela 46"	"1"	"7.5"	"82"	""	"Viva"	""
"18696"	"1164"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Parcela 46"	"0.7"	"45.8"	"155"	""	"Viva"	""
"18697"	"1830"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Parcela 45"	"4"	"21"	"352"	""	"Viva"	""
"18698"	"2046"	"Linaceae"	"Roucheria"	"Roucheria"	"Parcela 54"	"0.5"	"31.6"	"62"	""	"Viva"	""
