"WikiPlantaID"	"TAG_NUM"	"NOME"	"NOME_AUTOR"	"FAMILY"	"GENUS"	"SP1"	"AUTHOR1"	"SP1_MORFOTIPO"	"RANK1"	"SP2"	"AUTHOR2"	"SP2_MORFOTIPO"	"CF"	"DETBY"	"DETDATA"	"COUNTRY"	"MINORAREA"	"MAJORAREA"	"GAZETTEER_CURTO"	"GAZETTEER_COMPLETA"	"GAZETTEER_SPECIFIC"	"LATITUDE"	"LONGITUDE"	"ALTITUDE"	"Pos_X"	"Pos_Y"	"Pos_LADO"	"Pos_REF"	"Pos_DIST"	"Pos_ANGULO"	"HABITAT_CLASSE"	"NOME_VULGAR"	"MARCADO_POR"	"DATA_MARCACAO"	"PROJETO"
"17594"	"1463"	"Clusiaceae"	"Clusiaceae"	"Clusiaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 35"	"Parcela 35"	"-2.8570775595"	"-60.2361956891"	""	"0.7"	"37.6"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17595"	"741"	"Macrolobium"	"Macrolobium"	"Fabaceae"	"Macrolobium"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 35"	"Parcela 35"	"-2.8570775595"	"-60.2361956891"	""	"0.2"	"4.1"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17596"	"2468"	"Pagamea"	"Pagamea"	"Rubiaceae"	"Pagamea"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 36"	"Parcela 36"	"-2.8571263421"	"-60.2367051411"	""	"0"	"12"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17597"	"1604"	"Protium"	"Protium"	"Burseraceae"	"Protium"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 36"	"Parcela 36"	"-2.8571263421"	"-60.2367051411"	""	"0.9"	"28.5"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17598"	"1466"	"Pouteria"	"Pouteria"	"Sapotaceae"	"Pouteria"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 36"	"Parcela 36"	"-2.8571263421"	"-60.2367051411"	""	"0.1"	"28.9"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17599"	"1151"	"Malpighiaceae"	"Malpighiaceae"	"Malpighiaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 38"	"Parcela 38"	"-2.8573821578"	"-60.2375754341"	""	"0.8"	"5.9"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17600"	"81"	"Apocynaceae"	"Apocynaceae"	"Apocynaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 38"	"Parcela 38"	"-2.8573821578"	"-60.2375754341"	""	"0.4"	"17"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17601"	"75"	"Mauritiella aculeata"	"Mauritiella aculeata (Kunth) Burret"	"Arecaceae"	"Mauritiella"	"aculeata"	"(Kunth) Burret"	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 34"	"Parcela 34"	"-2.8569516633"	"-60.2358185872"	""	"0.7"	"8.7"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17602"	"2222"	"Euphorbiaceae"	"Euphorbiaceae"	"Euphorbiaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 34"	"Parcela 34"	"-2.8569516633"	"-60.2358185872"	""	"0.8"	"11"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17603"	"98"	"Myrsinaceae"	"Myrsinaceae"	"Myrsinaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 34"	"Parcela 34"	"-2.8569516633"	"-60.2358185872"	""	"0.2"	"22.8"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17604"	"2000"	"Pagamea"	"Pagamea"	"Rubiaceae"	"Pagamea"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 34"	"Parcela 34"	"-2.8569516633"	"-60.2358185872"	""	"0.1"	"27.9"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17605"	"2565"	"Tabernaemontana"	"Tabernaemontana"	"Apocynaceae"	"Tabernaemontana"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 34"	"Parcela 34"	"-2.8569516633"	"-60.2358185872"	""	"0.6"	"29"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17606"	"880"	"Aldina heterophylla"	"Aldina heterophylla Spruce ex Benth."	"Fabaceae"	"Aldina"	"heterophylla"	"Spruce ex Benth."	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 34"	"Parcela 34"	"-2.8569516633"	"-60.2358185872"	""	"0"	"35.7"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17607"	"1550"	"Clusiaceae"	"Clusiaceae"	"Clusiaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 34"	"Parcela 34"	"-2.8569516633"	"-60.2358185872"	""	"0.3"	"46.2"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17608"	"2098"	"Pradosia"	"Pradosia"	"Sapotaceae"	"Pradosia"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 35"	"Parcela 35"	"-2.8570775595"	"-60.2361956891"	""	"0.1"	"2.8"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17609"	"2221"	"Miconia"	"Miconia"	"Melastomataceae"	"Miconia"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 35"	"Parcela 35"	"-2.8570775595"	"-60.2361956891"	""	"0.2"	"4"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17610"	"2637"	"Aldina heterophylla"	"Aldina heterophylla Spruce ex Benth."	"Fabaceae"	"Aldina"	"heterophylla"	"Spruce ex Benth."	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 35"	"Parcela 35"	"-2.8570775595"	"-60.2361956891"	""	"0.1"	"8.7"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17611"	"2560"	"Cybianthus"	"Cybianthus"	"Myrsinaceae"	"Cybianthus"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 35"	"Parcela 35"	"-2.8570775595"	"-60.2361956891"	""	"0.7"	"10.6"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17612"	"1035"	"Myrtaceae"	"Myrtaceae"	"Myrtaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 35"	"Parcela 35"	"-2.8570775595"	"-60.2361956891"	""	"0.6"	"24.8"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17613"	"2533"	"Pachira"	"Pachira"	"Malvaceae"	"Pachira"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 35"	"Parcela 35"	"-2.8570775595"	"-60.2361956891"	""	"0.2"	"25.4"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17614"	"106"	"Catostemma"	"Catostemma"	"Malvaceae"	"Catostemma"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 35"	"Parcela 35"	"-2.8570775595"	"-60.2361956891"	""	"0"	"29.6"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17615"	"1846"	"Pradosia"	"Pradosia"	"Sapotaceae"	"Pradosia"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 36"	"Parcela 36"	"-2.8571263421"	"-60.2367051411"	""	"0.4"	"19.2"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17616"	"2196"	"Pachira"	"Pachira"	"Malvaceae"	"Pachira"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 36"	"Parcela 36"	"-2.8571263421"	"-60.2367051411"	""	"0.2"	"24.7"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17617"	"1955"	"Clusiaceae"	"Clusiaceae"	"Clusiaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 36"	"Parcela 36"	"-2.8571263421"	"-60.2367051411"	""	"0.9"	"27.4"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17618"	"2339"	"Manilkara"	"Manilkara"	"Sapotaceae"	"Manilkara"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 36"	"Parcela 36"	"-2.8571263421"	"-60.2367051411"	""	"0.2"	"28.4"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17619"	"1188"	"Hevea"	"Hevea"	"Euphorbiaceae"	"Hevea"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 36"	"Parcela 36"	"-2.8571263421"	"-60.2367051411"	""	"0"	"30.8"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17620"	"1436"	"Pouteria"	"Pouteria"	"Sapotaceae"	"Pouteria"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 36"	"Parcela 36"	"-2.8571263421"	"-60.2367051411"	""	"0.3"	"31.1"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17621"	"1409"	"Pagamea"	"Pagamea"	"Rubiaceae"	"Pagamea"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 36"	"Parcela 36"	"-2.8571263421"	"-60.2367051411"	""	"0.4"	"34.2"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17622"	"191"	"Guatteria"	"Guatteria"	"Annonaceae"	"Guatteria"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 36"	"Parcela 36"	"-2.8571263421"	"-60.2367051411"	""	"0.4"	"46.7"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17623"	"1624"	"Rubiaceae"	"Rubiaceae"	"Rubiaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 38"	"Parcela 38"	"-2.8573821578"	"-60.2375754341"	""	"4.2"	"4.7"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17624"	"997"	"Myrtaceae"	"Myrtaceae"	"Myrtaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 34"	"Parcela 34"	"-2.8569516633"	"-60.2358185872"	""	"0.2"	"7.4"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17625"	"1115"	"Euterpe catinga"	"Euterpe catinga Wallace"	"Arecaceae"	"Euterpe"	"catinga"	"Wallace"	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 34"	"Parcela 34"	"-2.8569516633"	"-60.2358185872"	""	"0"	"45"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17626"	"825"	"Chrysobalanaceae"	"Chrysobalanaceae"	"Chrysobalanaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 36"	"Parcela 36"	"-2.8571263421"	"-60.2367051411"	""	"0.9"	"28.4"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17627"	"818"	"Myrtaceae"	"Myrtaceae"	"Myrtaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 36"	"Parcela 36"	"-2.8571263421"	"-60.2367051411"	""	"0.7"	"28.2"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17628"	"134"	"Icacinaceae"	"Icacinaceae"	"Icacinaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 36"	"Parcela 36"	"-2.8571263421"	"-60.2367051411"	""	"0"	"42.7"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17629"	"246"	"Myrtaceae"	"Myrtaceae"	"Myrtaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 36"	"Parcela 36"	"-2.8571263421"	"-60.2367051411"	""	"0"	"46.3"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17630"	"204"	"Macrolobium"	"Macrolobium"	"Fabaceae"	"Macrolobium"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 37"	"Parcela 37"	"-2.8573000152"	"-60.2371145133"	""	"0.2"	"15.7"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17631"	"1697"	"Swartzia"	"Swartzia"	"Fabaceae"	"Swartzia"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 37"	"Parcela 37"	"-2.8573000152"	"-60.2371145133"	""	"0.4"	"39.6"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17632"	"1496"	"Chrysophyllum"	"Chrysophyllum"	"Sapotaceae"	"Chrysophyllum"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 37"	"Parcela 37"	"-2.8573000152"	"-60.2371145133"	""	"0.9"	"45"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17633"	"1347"	"Sloanea"	"Sloanea"	"Elaeocarpaceae"	"Sloanea"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 34"	"Parcela 34"	"-2.8569516633"	"-60.2358185872"	""	"0.4"	"16.3"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17634"	"1652"	"Humiriaceae"	"Humiriaceae"	"Humiriaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 34"	"Parcela 34"	"-2.8569516633"	"-60.2358185872"	""	"0.9"	"18.3"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17635"	"889"	"Swartzia"	"Swartzia"	"Fabaceae"	"Swartzia"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 34"	"Parcela 34"	"-2.8569516633"	"-60.2358185872"	""	"0.1"	"38.1"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17636"	"1340"	"Myrtaceae"	"Myrtaceae"	"Myrtaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 34"	"Parcela 34"	"-2.8569516633"	"-60.2358185872"	""	"0"	"39.5"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17637"	"1172"	"Ouratea"	"Ouratea"	"Ochnaceae"	"Ouratea"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 34"	"Parcela 34"	"-2.8569516633"	"-60.2358185872"	""	"0.7"	"42.9"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17638"	"353"	"Ormosia"	"Ormosia"	"Fabaceae"	"Ormosia"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 34"	"Parcela 34"	"-2.8569516633"	"-60.2358185872"	""	"0.7"	"46.8"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17639"	"1442"	"Protium"	"Protium"	"Burseraceae"	"Protium"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 34"	"Parcela 34"	"-2.8569516633"	"-60.2358185872"	""	"0.9"	"46.4"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17640"	"2568"	"Apocynaceae"	"Apocynaceae"	"Apocynaceae"	""	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 35"	"Parcela 35"	"-2.8570775595"	"-60.2361956891"	""	"0.6"	"18.4"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17641"	"1170"	"Andira micrantha"	"Andira micrantha Ducke"	"Fabaceae"	"Andira"	"micrantha"	"Ducke"	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 36"	"Parcela 36"	"-2.8571263421"	"-60.2367051411"	""	"0.2"	"9"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17642"	"1549"	"Mezilaurus itauba"	"Mezilaurus itauba (Meisn.) Taub. ex Mez"	"Lauraceae"	"Mezilaurus"	"itauba"	"(Meisn.) Taub. ex Mez"	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 36"	"Parcela 36"	"-2.8571263421"	"-60.2367051411"	""	"0.1"	"37.7"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17643"	"686"	"Protium"	"Protium"	"Burseraceae"	"Protium"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 37"	"Parcela 37"	"-2.8573000152"	"-60.2371145133"	""	"0.2"	"46.7"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17644"	"535"	"Protium"	"Protium"	"Burseraceae"	"Protium"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Paulo Transecto 5 Parcela 37"	"Parcela 37"	"-2.8573000152"	"-60.2371145133"	""	"3"	"4.2"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17645"	"2271"	"Licania oblongifolia"	"Licania oblongifolia Standl."	"Chrysobalanaceae"	"Licania"	"oblongifolia"	"Standl."	"0"	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Branco E Dona Te Transecto 17 Parcela 27"	"Parcela 27"	"-2.8523481544"	"-60.2493565343"	""	"0.5"	"28.1"	"E"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
"17646"	"278"	"Pachira"	"Pachira"	"Malvaceae"	"Pachira"	""	""	""	""	""	""	""	""	""	""	"Brasil"	"Manaus"	"Amazonas"	"Igarapé Do Tarumã-mirim"	"Igarapé Do Tarumã-mirim Comunidade Vale Do Novo Amanhecer Sitio Do Sr Branco E Dona Te Transecto 17 Parcela 23"	"Parcela 23"	"-2.8509557527"	"-60.2502494585"	""	"0.2"	"14.3"	"D"	""	"0"	"0"	""	""	""	""	"Projeto03 - Parcelas & NIR"
