"WikiPlantaID"	"PlantaTag"	"Family"	"Genus"	"Species"	"LocalPai"	"LocalPai_DIMx"	"LocalPai_DIMy"	"Local"	"Local_DIMx"	"Local_DIMy"	"Local_Startx"	"Local_Starty"	"PlantaPos_X"	"PlantaPos_Y"	"PlantaPos_LADO"	"TraitName"	"TraitVariation"	"TraitVariationUNIT"	"TraitVariationDATE"	"CensoNome"
"19215"	"1678"	"Annonaceae"	"Duguetia"	"Duguetia"	"Transecto 2"	"100"	"500"	"Parcela 13"	"10"	"50"	"0"	"0"	"0.8"	"12"	"D"	"Altura"	"3"	"m"	"2016-04-17"	"Censo00_Area2"
"19216"	"2114"	"Annonaceae"	"Xylopia"	"Xylopia"	"Transecto 2"	"100"	"500"	"Parcela 13"	"10"	"50"	"0"	"0"	"0.4"	"23.6"	"E"	"DAP"	"71"	"mm"	"2016-04-17"	"Censo00_Area2"
"19216"	"2114"	"Annonaceae"	"Xylopia"	"Xylopia"	"Transecto 2"	"100"	"500"	"Parcela 13"	"10"	"50"	"0"	"0"	"0.4"	"23.6"	"E"	"Altura"	"4"	"m"	"2016-04-17"	"Censo00_Area2"
"19217"	"405"	"Sapotaceae"	""	"Sapotaceae"	"Transecto 2"	"100"	"500"	"Parcela 13"	"10"	"50"	"0"	"0"	"0"	"4.5"	"E"	"DAP"	"31"	"mm"	"2016-04-17"	"Censo00_Area2"
"19217"	"405"	"Sapotaceae"	""	"Sapotaceae"	"Transecto 2"	"100"	"500"	"Parcela 13"	"10"	"50"	"0"	"0"	"0"	"4.5"	"E"	"Altura"	"1.6"	"m"	"2016-04-17"	"Censo00_Area2"
"19218"	"2053"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Transecto 2"	"100"	"500"	"Parcela 13"	"10"	"50"	"0"	"0"	"0.2"	"4.4"	"D"	"DAP"	"28"	"mm"	"2016-04-17"	"Censo00_Area2"
"19218"	"2053"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Transecto 2"	"100"	"500"	"Parcela 13"	"10"	"50"	"0"	"0"	"0.2"	"4.4"	"D"	"Altura"	"3"	"m"	"2016-04-17"	"Censo00_Area2"
"19219"	"1827"	"Ochnaceae"	"Ouratea"	"Ouratea"	"Transecto 2"	"100"	"500"	"Parcela 13"	"10"	"50"	"0"	"0"	"0.2"	"30.8"	"D"	"DAP"	"46"	"mm"	"2016-04-17"	"Censo00_Area2"
"19219"	"1827"	"Ochnaceae"	"Ouratea"	"Ouratea"	"Transecto 2"	"100"	"500"	"Parcela 13"	"10"	"50"	"0"	"0"	"0.2"	"30.8"	"D"	"Altura"	"6"	"m"	"2016-04-17"	"Censo00_Area2"
"19220"	"946"	"Sapotaceae"	"Manilkara"	"Manilkara"	"Transecto 2"	"100"	"500"	"Parcela 13"	"10"	"50"	"0"	"0"	"0.7"	"32.7"	"D"	"DAP"	"68"	"mm"	"2016-04-17"	"Censo00_Area2"
"19220"	"946"	"Sapotaceae"	"Manilkara"	"Manilkara"	"Transecto 2"	"100"	"500"	"Parcela 13"	"10"	"50"	"0"	"0"	"0.7"	"32.7"	"D"	"Altura"	"6"	"m"	"2016-04-17"	"Censo00_Area2"
"19221"	"2151"	"Arecaceae"	"Socratea"	"Socratea exorrhiza"	"Transecto 2"	"100"	"500"	"Parcela 13"	"10"	"50"	"0"	"0"	"1"	"48.3"	"E"	"DAP"	"114"	"mm"	"2016-04-17"	"Censo00_Area2"
"19221"	"2151"	"Arecaceae"	"Socratea"	"Socratea exorrhiza"	"Transecto 2"	"100"	"500"	"Parcela 13"	"10"	"50"	"0"	"0"	"1"	"48.3"	"E"	"Altura"	"7"	"m"	"2016-04-17"	"Censo00_Area2"
"19222"	"2019"	"Burseraceae"	"Protium"	"Protium"	"Transecto 2"	"100"	"500"	"Parcela 14"	"10"	"50"	"0"	"0"	"0.2"	"30.5"	"E"	"DAP"	"25"	"mm"	"2016-04-17"	"Censo00_Area2"
"19222"	"2019"	"Burseraceae"	"Protium"	"Protium"	"Transecto 2"	"100"	"500"	"Parcela 14"	"10"	"50"	"0"	"0"	"0.2"	"30.5"	"E"	"Altura"	"3"	"m"	"2016-04-17"	"Censo00_Area2"
"19223"	"1339"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Transecto 2"	"100"	"500"	"Parcela 14"	"10"	"50"	"0"	"0"	"0.2"	"25.9"	"D"	"DAP"	"59"	"mm"	"2016-04-17"	"Censo00_Area2"
"19223"	"1339"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Transecto 2"	"100"	"500"	"Parcela 14"	"10"	"50"	"0"	"0"	"0.2"	"25.9"	"D"	"Altura"	"4"	"m"	"2016-04-17"	"Censo00_Area2"
"19224"	"1006"	"Myrtaceae"	""	"Myrtaceae"	"Transecto 2"	"100"	"500"	"Parcela 14"	"10"	"50"	"0"	"0"	"1"	"17.1"	"E"	"DAP"	"30"	"mm"	"2016-04-17"	"Censo00_Area2"
"19224"	"1006"	"Myrtaceae"	""	"Myrtaceae"	"Transecto 2"	"100"	"500"	"Parcela 14"	"10"	"50"	"0"	"0"	"1"	"17.1"	"E"	"Altura"	"3"	"m"	"2016-04-17"	"Censo00_Area2"
"19225"	"1327"	"Humiriaceae"	"Sacoglottis"	"Sacoglottis"	"Transecto 2"	"100"	"500"	"Parcela 14"	"10"	"50"	"0"	"0"	"0.7"	"3.5"	"D"	"DAP"	"29"	"mm"	"2016-04-17"	"Censo00_Area2"
"19225"	"1327"	"Humiriaceae"	"Sacoglottis"	"Sacoglottis"	"Transecto 2"	"100"	"500"	"Parcela 14"	"10"	"50"	"0"	"0"	"0.7"	"3.5"	"D"	"Altura"	"3"	"m"	"2016-04-17"	"Censo00_Area2"
"19226"	"303"	"Sapotaceae"	"Manilkara"	"Manilkara"	"Transecto 2"	"100"	"500"	"Parcela 15"	"10"	"50"	"0"	"0"	"0.6"	"23.3"	"D"	"DAP"	"55; 63"	"mm"	"2016-04-17"	"Censo00_Area2"
"19226"	"303"	"Sapotaceae"	"Manilkara"	"Manilkara"	"Transecto 2"	"100"	"500"	"Parcela 15"	"10"	"50"	"0"	"0"	"0.6"	"23.3"	"D"	"Altura"	"3"	"m"	"2016-04-17"	"Censo00_Area2"
"19227"	"1108"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Transecto 2"	"100"	"500"	"Parcela 16"	"10"	"50"	"0"	"0"	"0.2"	"22.8"	"E"	"DAP"	"40"	"mm"	"2016-04-17"	"Censo00_Area2"
"19227"	"1108"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Transecto 2"	"100"	"500"	"Parcela 16"	"10"	"50"	"0"	"0"	"0.2"	"22.8"	"E"	"Altura"	"2"	"m"	"2016-04-17"	"Censo00_Area2"
"19228"	"1870"	"Rubiaceae"	"Capirona"	"Capirona"	"Transecto 2"	"100"	"500"	"Parcela 16"	"10"	"50"	"0"	"0"	"0.3"	"43.2"	"D"	"DAP"	"32"	"mm"	"2016-04-17"	"Censo00_Area2"
"19228"	"1870"	"Rubiaceae"	"Capirona"	"Capirona"	"Transecto 2"	"100"	"500"	"Parcela 16"	"10"	"50"	"0"	"0"	"0.3"	"43.2"	"D"	"Altura"	"3"	"m"	"2016-04-17"	"Censo00_Area2"
"19229"	"1073"	"Malvaceae"	"Pachira"	"Pachira"	"Transecto 2"	"100"	"500"	"Parcela 19"	"10"	"50"	"0"	"0"	"0.4"	"39"	"D"	"DAP"	"63"	"mm"	"2016-04-18"	"Censo00_Area2"
"19229"	"1073"	"Malvaceae"	"Pachira"	"Pachira"	"Transecto 2"	"100"	"500"	"Parcela 19"	"10"	"50"	"0"	"0"	"0.4"	"39"	"D"	"Altura"	"4"	"m"	"2016-04-18"	"Censo00_Area2"
"19230"	"1636"	"Chrysobalanaceae"	"Licania"	"Licania"	"Transecto 2"	"100"	"500"	"Parcela 19"	"10"	"50"	"0"	"0"	"0.2"	"46.1"	"E"	"DAP"	"41"	"mm"	"2016-04-18"	"Censo00_Area2"
"19230"	"1636"	"Chrysobalanaceae"	"Licania"	"Licania"	"Transecto 2"	"100"	"500"	"Parcela 19"	"10"	"50"	"0"	"0"	"0.2"	"46.1"	"E"	"Altura"	"4"	"m"	"2016-04-18"	"Censo00_Area2"
"19521"	"229"	"Elaeocarpaceae"	"Sloanea"	"Sloanea"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0"	"0"	"E"	"DAP"	"37"	"mm"	"2016-04-13"	"Censo00_Area2"
"19521"	"229"	"Elaeocarpaceae"	"Sloanea"	"Sloanea"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0"	"0"	"E"	"Altura"	"4"	"m"	"2016-04-13"	"Censo00_Area2"
"19522"	"680"	"Burseraceae"	"Protium"	"Protium"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.7"	"0.1"	"D"	"DAP"	"135"	"mm"	"2016-04-13"	"Censo00_Area2"
"19522"	"680"	"Burseraceae"	"Protium"	"Protium"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.7"	"0.1"	"D"	"Altura"	"9"	"m"	"2016-04-13"	"Censo00_Area2"
"19523"	"1800"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.5"	"0.6"	"D"	"DAP"	"35"	"mm"	"2016-04-13"	"Censo00_Area2"
"19523"	"1800"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.5"	"0.6"	"D"	"Altura"	"5"	"m"	"2016-04-13"	"Censo00_Area2"
"19524"	"1203"	"Arecaceae"	"Euterpe"	"Euterpe catinga"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0"	"0.9"	"E"	"DAP"	"25"	"mm"	"2016-04-13"	"Censo00_Area2"
"19524"	"1203"	"Arecaceae"	"Euterpe"	"Euterpe catinga"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0"	"0.9"	"E"	"Altura"	"4"	"m"	"2016-04-13"	"Censo00_Area2"
"19525"	"1353"	"Chrysobalanaceae"	"Licania"	"Licania"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.1"	"1.8"	"E"	"DAP"	"26"	"mm"	"2016-04-13"	"Censo00_Area2"
"19525"	"1353"	"Chrysobalanaceae"	"Licania"	"Licania"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.1"	"1.8"	"E"	"Altura"	"4.3"	"m"	"2016-04-13"	"Censo00_Area2"
"19526"	"1300"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.5"	"1.8"	"E"	"DAP"	"25"	"mm"	"2016-04-13"	"Censo00_Area2"
"19526"	"1300"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.5"	"1.8"	"E"	"Altura"	"3"	"m"	"2016-04-13"	"Censo00_Area2"
"19527"	"422"	"Myrtaceae"	""	"Myrtaceae"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.2"	"2"	"E"	"DAP"	"30"	"mm"	"2016-04-13"	"Censo00_Area2"
"19527"	"422"	"Myrtaceae"	""	"Myrtaceae"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.2"	"2"	"E"	"Altura"	"2.6"	"m"	"2016-04-13"	"Censo00_Area2"
"19528"	"2488"	"Apocynaceae"	"Tabernaemontana"	"Tabernaemontana"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.5"	"3.2"	"D"	"DAP"	"25"	"mm"	"2016-04-13"	"Censo00_Area2"
"19528"	"2488"	"Apocynaceae"	"Tabernaemontana"	"Tabernaemontana"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.5"	"3.2"	"D"	"Altura"	"3"	"m"	"2016-04-13"	"Censo00_Area2"
"19529"	"1898"	"Myrsinaceae"	"Cybianthus"	"Cybianthus"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.8"	"10.2"	"D"	"DAP"	"43"	"mm"	"2016-04-13"	"Censo00_Area2"
"19529"	"1898"	"Myrsinaceae"	"Cybianthus"	"Cybianthus"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.8"	"10.2"	"D"	"Altura"	"6"	"m"	"2016-04-13"	"Censo00_Area2"
"19530"	"893"	"Chrysobalanaceae"	"Licania"	"Licania oblongifolia"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.5"	"10"	"E"	"DAP"	"25"	"mm"	"2016-04-13"	"Censo00_Area2"
"19530"	"893"	"Chrysobalanaceae"	"Licania"	"Licania oblongifolia"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.5"	"10"	"E"	"Altura"	"2.6"	"m"	"2016-04-13"	"Censo00_Area2"
"19531"	"277"	"Annonaceae"	"Guatteria"	"Guatteria"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"1"	"11.5"	"E"	"DAP"	"27"	"mm"	"2016-04-13"	"Censo00_Area2"
"19531"	"277"	"Annonaceae"	"Guatteria"	"Guatteria"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"1"	"11.5"	"E"	"Altura"	"4.9"	"m"	"2016-04-13"	"Censo00_Area2"
"19532"	"1655"	"Humiriaceae"	"Sacoglottis"	"Sacoglottis"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0"	"11.7"	"E"	"DAP"	"26"	"mm"	"2016-04-13"	"Censo00_Area2"
"19532"	"1655"	"Humiriaceae"	"Sacoglottis"	"Sacoglottis"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0"	"11.7"	"E"	"Altura"	"2"	"m"	"2016-04-13"	"Censo00_Area2"
"19533"	"2321"	"Fabaceae"	"Inga"	"Inga"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.7"	"11.7"	"E"	"DAP"	"137"	"mm"	"2016-04-13"	"Censo00_Area2"
"19533"	"2321"	"Fabaceae"	"Inga"	"Inga"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.7"	"11.7"	"E"	"Altura"	"6"	"m"	"2016-04-13"	"Censo00_Area2"
"19534"	"1954"	"Myrsinaceae"	"Cybianthus"	"Cybianthus"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.6"	"11.6"	"D"	"DAP"	"67"	"mm"	"2016-04-13"	"Censo00_Area2"
"19534"	"1954"	"Myrsinaceae"	"Cybianthus"	"Cybianthus"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.6"	"11.6"	"D"	"Altura"	"6"	"m"	"2016-04-13"	"Censo00_Area2"
"19535"	"2499"	"Malvaceae"	"Catostemma"	"Catostemma"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.3"	"11.8"	"D"	"DAP"	"42; 34"	"mm"	"2016-04-13"	"Censo00_Area2"
"19535"	"2499"	"Malvaceae"	"Catostemma"	"Catostemma"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.3"	"11.8"	"D"	"Altura"	"5"	"m"	"2016-04-13"	"Censo00_Area2"
"19536"	"458"	"Euphorbiaceae"	"Micrandra"	"Micrandra"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.2"	"13.2"	"D"	"DAP"	"27"	"mm"	"2016-04-13"	"Censo00_Area2"
"19536"	"458"	"Euphorbiaceae"	"Micrandra"	"Micrandra"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.2"	"13.2"	"D"	"Altura"	"4"	"m"	"2016-04-13"	"Censo00_Area2"
"19537"	"22"	"Malvaceae"	"Pachira"	"Pachira"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"1"	"13.2"	"E"	"DAP"	"44"	"mm"	"2016-04-13"	"Censo00_Area2"
"19537"	"22"	"Malvaceae"	"Pachira"	"Pachira"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"1"	"13.2"	"E"	"Altura"	"5"	"m"	"2016-04-13"	"Censo00_Area2"
"19538"	"664"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.1"	"14"	"E"	"DAP"	"26"	"mm"	"2016-04-13"	"Censo00_Area2"
"19538"	"664"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.1"	"14"	"E"	"Altura"	"3"	"m"	"2016-04-13"	"Censo00_Area2"
"19539"	"798"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.6"	"14.3"	"E"	"DAP"	"26"	"mm"	"2016-04-13"	"Censo00_Area2"
"19539"	"798"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.6"	"14.3"	"E"	"Altura"	"4"	"m"	"2016-04-13"	"Censo00_Area2"
"19540"	"2238"	"Meliaceae"	""	"Meliaceae"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.3"	"17.3"	"E"	"DAP"	"29"	"mm"	"2016-04-13"	"Censo00_Area2"
"19540"	"2238"	"Meliaceae"	""	"Meliaceae"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.3"	"17.3"	"E"	"Altura"	"4"	"m"	"2016-04-13"	"Censo00_Area2"
"19541"	"1526"	"Dichapetalaceae"	"Tapura"	"Tapura"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.4"	"17"	"D"	"DAP"	"36"	"mm"	"2016-04-13"	"Censo00_Area2"
"19541"	"1526"	"Dichapetalaceae"	"Tapura"	"Tapura"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.4"	"17"	"D"	"Altura"	"5"	"m"	"2016-04-13"	"Censo00_Area2"
"19542"	"1942"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"1"	"16.8"	"D"	"DAP"	"26"	"mm"	"2016-04-13"	"Censo00_Area2"
"19542"	"1942"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"1"	"16.8"	"D"	"Altura"	"2.3"	"m"	"2016-04-13"	"Censo00_Area2"
"19543"	"1192"	"Burseraceae"	"Protium"	"Protium"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.7"	"17.8"	"D"	"DAP"	"67"	"mm"	"2016-04-13"	"Censo00_Area2"
"19543"	"1192"	"Burseraceae"	"Protium"	"Protium"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.7"	"17.8"	"D"	"Altura"	"7"	"m"	"2016-04-13"	"Censo00_Area2"
"19544"	"1789"	"Nyctaginaceae"	"Neea"	"Neea"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.3"	"17"	"E"	"DAP"	"25"	"mm"	"2016-04-13"	"Censo00_Area2"
"19544"	"1789"	"Nyctaginaceae"	"Neea"	"Neea"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.3"	"17"	"E"	"Altura"	"5"	"m"	"2016-04-13"	"Censo00_Area2"
"19545"	"611"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.7"	"18.2"	"D"	"DAP"	"85"	"mm"	"2016-04-13"	"Censo00_Area2"
"19545"	"611"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.7"	"18.2"	"D"	"Altura"	"4"	"m"	"2016-04-13"	"Censo00_Area2"
"19546"	"1001"	"Myristicaceae"	""	"Myristicaceae"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.2"	"18.7"	"D"	"DAP"	"35; 30; 28"	"mm"	"2016-04-13"	"Censo00_Area2"
"19546"	"1001"	"Myristicaceae"	""	"Myristicaceae"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.2"	"18.7"	"D"	"Altura"	"5"	"m"	"2016-04-13"	"Censo00_Area2"
"19547"	"2315"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0"	"20.9"	"E"	"DAP"	"46"	"mm"	"2016-04-13"	"Censo00_Area2"
"19547"	"2315"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0"	"20.9"	"E"	"Altura"	"4"	"m"	"2016-04-13"	"Censo00_Area2"
"19548"	"746"	"Sapotaceae"	"Pradosia"	"Pradosia"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.7"	"23.7"	"E"	"DAP"	"134"	"mm"	"2016-04-13"	"Censo00_Area2"
"19548"	"746"	"Sapotaceae"	"Pradosia"	"Pradosia"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.7"	"23.7"	"E"	"Altura"	"10"	"m"	"2016-04-13"	"Censo00_Area2"
"19549"	"430"	"Malvaceae"	"Pachira"	"Pachira"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.3"	"22.1"	"E"	"DAP"	"43; 30"	"mm"	"2016-04-13"	"Censo00_Area2"
"19549"	"430"	"Malvaceae"	"Pachira"	"Pachira"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.3"	"22.1"	"E"	"Altura"	"7"	"m"	"2016-04-13"	"Censo00_Area2"
"19550"	"710"	"Sapotaceae"	""	"Sapotaceae"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.8"	"23.8"	"E"	"DAP"	"61"	"mm"	"2016-04-13"	"Censo00_Area2"
"19550"	"710"	"Sapotaceae"	""	"Sapotaceae"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.8"	"23.8"	"E"	"Altura"	"7"	"m"	"2016-04-13"	"Censo00_Area2"
"19551"	"2385"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.8"	"21.8"	"D"	"DAP"	"25"	"mm"	"2016-04-13"	"Censo00_Area2"
"19551"	"2385"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.8"	"21.8"	"D"	"Altura"	"5"	"m"	"2016-04-13"	"Censo00_Area2"
"19552"	"2327"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.1"	"25.3"	"D"	"DAP"	"46"	"mm"	"2016-04-13"	"Censo00_Area2"
"19552"	"2327"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.1"	"25.3"	"D"	"Altura"	"6"	"m"	"2016-04-13"	"Censo00_Area2"
"19553"	"2237"	"Sapotaceae"	"Pradosia"	"Pradosia"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.9"	"27.2"	"D"	"DAP"	"64"	"mm"	"2016-04-13"	"Censo00_Area2"
"19553"	"2237"	"Sapotaceae"	"Pradosia"	"Pradosia"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.9"	"27.2"	"D"	"Altura"	"6"	"m"	"2016-04-13"	"Censo00_Area2"
"19554"	"1227"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.8"	"28.1"	"D"	"DAP"	"30"	"mm"	"2016-04-13"	"Censo00_Area2"
"19554"	"1227"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.8"	"28.1"	"D"	"Altura"	"3"	"m"	"2016-04-13"	"Censo00_Area2"
"19555"	"895"	"Fabaceae"	"Andira"	"Andira micrantha"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.8"	"28.3"	"D"	"DAP"	"43"	"mm"	"2016-04-13"	"Censo00_Area2"
"19555"	"895"	"Fabaceae"	"Andira"	"Andira micrantha"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.8"	"28.3"	"D"	"Altura"	"5"	"m"	"2016-04-13"	"Censo00_Area2"
"19556"	"2498"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.5"	"28.5"	"E"	"DAP"	"27"	"mm"	"2016-04-13"	"Censo00_Area2"
"19556"	"2498"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.5"	"28.5"	"E"	"Altura"	"4"	"m"	"2016-04-13"	"Censo00_Area2"
"19557"	"954"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.8"	"30"	"D"	"DAP"	"35"	"mm"	"2016-04-13"	"Censo00_Area2"
"19557"	"954"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.8"	"30"	"D"	"Altura"	"6"	"m"	"2016-04-13"	"Censo00_Area2"
"19558"	"656"	"Annonaceae"	"Guatteria"	"Guatteria"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.7"	"30.2"	"D"	"DAP"	"96"	"mm"	"2016-04-13"	"Censo00_Area2"
"19558"	"656"	"Annonaceae"	"Guatteria"	"Guatteria"	"Transecto 7"	"100"	"500"	"Parcela 1"	"10"	"50"	"0"	"0"	"0.7"	"30.2"	"D"	"Altura"	"9"	"m"	"2016-04-13"	"Censo00_Area2"
