"WikiPlantaID"	"PlantaTag"	"Family"	"Genus"	"Species"	"LocalPai"	"LocalPai_DIMx"	"LocalPai_DIMy"	"Local"	"Local_DIMx"	"Local_DIMy"	"Local_Startx"	"Local_Starty"	"PlantaPos_X"	"PlantaPos_Y"	"PlantaPos_LADO"	"TraitName"	"TraitVariation"	"TraitVariationUNIT"	"TraitVariationDATE"	"CensoNome"
"17858"	"558"	"Arecaceae"	"Euterpe"	"Euterpe catinga"	"Transecto 2"	"100"	"500"	"Parcela 21"	"10"	"50"	"0"	"0"	"0.2"	"16.8"	"E"	"Altura"	"7"	"m"	"2016-04-18"	""
"17859"	"2528"	"Rubiaceae"	""	"Rubiaceae"	"Transecto 2"	"100"	"500"	"Parcela 21"	"10"	"50"	"0"	"0"	"0.1"	"19.2"	"D"	"DAP"	"36"	"mm"	"2016-04-18"	""
"17859"	"2528"	"Rubiaceae"	""	"Rubiaceae"	"Transecto 2"	"100"	"500"	"Parcela 21"	"10"	"50"	"0"	"0"	"0.1"	"19.2"	"D"	"Altura"	"5"	"m"	"2016-04-18"	""
"17860"	"443"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Transecto 2"	"100"	"500"	"Parcela 21"	"10"	"50"	"0"	"0"	"0.8"	"19"	"E"	"DAP"	"43"	"mm"	"2016-04-18"	""
"17860"	"443"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Transecto 2"	"100"	"500"	"Parcela 21"	"10"	"50"	"0"	"0"	"0.8"	"19"	"E"	"Altura"	"3"	"m"	"2016-04-18"	""
"17931"	"2357"	"Nyctaginaceae"	""	"Nyctaginaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.9"	"25.2"	"D"	"DAP"	"130"	"mm"	"2016-04-18"	""
"17931"	"2357"	"Nyctaginaceae"	""	"Nyctaginaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.9"	"25.2"	"D"	"Altura"	"10"	"m"	"2016-04-18"	""
"17932"	"875"	"Apocynaceae"	""	"Apocynaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.7"	"30.8"	"D"	"DAP"	"96"	"mm"	"2016-04-18"	""
"17932"	"875"	"Apocynaceae"	""	"Apocynaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.7"	"30.8"	"D"	"Altura"	"8"	"m"	"2016-04-18"	""
"17933"	"445"	"Myrtaceae"	""	"Myrtaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.5"	"33.2"	"E"	"DAP"	"126"	"mm"	"2016-04-18"	""
"17933"	"445"	"Myrtaceae"	""	"Myrtaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.5"	"33.2"	"E"	"Altura"	"6"	"m"	"2016-04-18"	""
"17934"	"322"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"1"	"34.5"	"E"	"DAP"	"82"	"mm"	"2016-04-18"	""
"17934"	"322"	"Fabaceae"	"Aldina"	"Aldina heterophylla"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"1"	"34.5"	"E"	"Altura"	"10"	"m"	"2016-04-18"	""
"17935"	"755"	"Humiriaceae"	"Sacoglottis"	"Sacoglottis"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.5"	"40.9"	"E"	"DAP"	"117"	"mm"	"2016-04-18"	""
"17935"	"755"	"Humiriaceae"	"Sacoglottis"	"Sacoglottis"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.5"	"40.9"	"E"	"Altura"	"10"	"m"	"2016-04-18"	""
"17936"	"2313"	"Chrysobalanaceae"	"Licania"	"Licania"	"Transecto 2"	"100"	"500"	"Parcela 21"	"10"	"50"	"0"	"0"	"0.7"	"8.4"	"D"	"DAP"	"295"	"mm"	"2016-04-18"	""
"17936"	"2313"	"Chrysobalanaceae"	"Licania"	"Licania"	"Transecto 2"	"100"	"500"	"Parcela 21"	"10"	"50"	"0"	"0"	"0.7"	"8.4"	"D"	"Altura"	"15"	"m"	"2016-04-18"	""
"17937"	"1666"	"Arecaceae"	"Mauritiella"	"Mauritiella aculeata"	"Transecto 2"	"100"	"500"	"Parcela 21"	"10"	"50"	"0"	"0"	"4"	"42.6"	"D"	"DAP"	"326"	"mm"	"2016-04-18"	""
"17937"	"1666"	"Arecaceae"	"Mauritiella"	"Mauritiella aculeata"	"Transecto 2"	"100"	"500"	"Parcela 21"	"10"	"50"	"0"	"0"	"4"	"42.6"	"D"	"Altura"	"15"	"m"	"2016-04-18"	""
"17938"	"1742"	"Malvaceae"	"Catostemma"	"Catostemma"	"Transecto 2"	"100"	"500"	"Parcela 21"	"10"	"50"	"0"	"0"	"4.1"	"31.9"	"D"	"DAP"	"322"	"mm"	"2016-04-18"	""
"17938"	"1742"	"Malvaceae"	"Catostemma"	"Catostemma"	"Transecto 2"	"100"	"500"	"Parcela 21"	"10"	"50"	"0"	"0"	"4.1"	"31.9"	"D"	"Altura"	"15"	"m"	"2016-04-18"	""
"17939"	"2411"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Transecto 17"	"100"	"500"	"Parcela 33"	"10"	"50"	"0"	"0"	"0.1"	"5.4"	"E"	"DAP"	"30"	"mm"	"2016-06-05"	""
"17939"	"2411"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Transecto 17"	"100"	"500"	"Parcela 33"	"10"	"50"	"0"	"0"	"0.1"	"5.4"	"E"	"Altura"	"4"	"m"	"2016-06-05"	""
"17940"	"2198"	"Fabaceae"	"Ormosia"	"Ormosia"	"Transecto 17"	"100"	"500"	"Parcela 33"	"10"	"50"	"0"	"0"	"0.7"	"7.1"	"E"	"DAP"	"39"	"mm"	"2016-06-05"	""
"17940"	"2198"	"Fabaceae"	"Ormosia"	"Ormosia"	"Transecto 17"	"100"	"500"	"Parcela 33"	"10"	"50"	"0"	"0"	"0.7"	"7.1"	"E"	"Altura"	"3"	"m"	"2016-06-05"	""
"17941"	"1292"	"Sapotaceae"	"Pouteria"	"Pouteria"	"Transecto 17"	"100"	"500"	"Parcela 33"	"10"	"50"	"0"	"0"	"0.3"	"6.9"	"D"	"DAP"	"74"	"mm"	"2016-06-05"	""
"17941"	"1292"	"Sapotaceae"	"Pouteria"	"Pouteria"	"Transecto 17"	"100"	"500"	"Parcela 33"	"10"	"50"	"0"	"0"	"0.3"	"6.9"	"D"	"Altura"	"11"	"m"	"2016-06-05"	""
"17942"	"1002"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Transecto 17"	"100"	"500"	"Parcela 33"	"10"	"50"	"0"	"0"	"0.8"	"27.3"	"E"	"DAP"	"29"	"mm"	"2016-06-05"	""
"17942"	"1002"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Transecto 17"	"100"	"500"	"Parcela 33"	"10"	"50"	"0"	"0"	"0.8"	"27.3"	"E"	"Altura"	"4.7"	"m"	"2016-06-05"	""
"17943"	"1844"	"Fabaceae"	"Inga"	"Inga"	"Transecto 17"	"100"	"500"	"Parcela 33"	"10"	"50"	"0"	"0"	"0.7"	"31.4"	"D"	"DAP"	"62"	"mm"	"2016-06-05"	""
"17943"	"1844"	"Fabaceae"	"Inga"	"Inga"	"Transecto 17"	"100"	"500"	"Parcela 33"	"10"	"50"	"0"	"0"	"0.7"	"31.4"	"D"	"Altura"	"12"	"m"	"2016-06-05"	""
"17944"	"2079"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Transecto 17"	"100"	"500"	"Parcela 33"	"10"	"50"	"0"	"0"	"0.5"	"31.5"	"E"	"DAP"	"27"	"mm"	"2016-06-05"	""
"17944"	"2079"	"Rubiaceae"	"Pagamea"	"Pagamea"	"Transecto 17"	"100"	"500"	"Parcela 33"	"10"	"50"	"0"	"0"	"0.5"	"31.5"	"E"	"Altura"	"5"	"m"	"2016-06-05"	""
"17946"	"1521"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Transecto 17"	"100"	"500"	"Parcela 29"	"10"	"50"	"0"	"0"	"2.5"	"46.5"	"D"	"DAP"	"397"	"mm"	"2016-05-05"	""
"17946"	"1521"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Transecto 17"	"100"	"500"	"Parcela 29"	"10"	"50"	"0"	"0"	"2.5"	"46.5"	"D"	"Altura"	"15"	"m"	"2016-05-05"	""
"18020"	"1111"	"Rubiaceae"	""	"Rubiaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0"	"5"	"E"	"DAP"	"81"	"mm"	"2016-04-18"	""
"18020"	"1111"	"Rubiaceae"	""	"Rubiaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0"	"5"	"E"	"Altura"	"8"	"m"	"2016-04-18"	""
"18021"	"441"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.2"	"5"	"D"	"DAP"	"73"	"mm"	"2016-04-18"	""
"18021"	"441"	"Sapotaceae"	"Chrysophyllum"	"Chrysophyllum"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.2"	"5"	"D"	"Altura"	"8"	"m"	"2016-04-18"	""
"18022"	"845"	"Euphorbiaceae"	"Hevea"	"Hevea"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.8"	"5"	"E"	"DAP"	"30"	"mm"	"2016-04-18"	""
"18022"	"845"	"Euphorbiaceae"	"Hevea"	"Hevea"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.8"	"5"	"E"	"Altura"	"5"	"m"	"2016-04-18"	""
"18023"	"13"	"Chrysobalanaceae"	"Licania"	"Licania"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0"	"22.4"	"E"	"DAP"	"33"	"mm"	"2016-04-18"	""
"18023"	"13"	"Chrysobalanaceae"	"Licania"	"Licania"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0"	"22.4"	"E"	"Altura"	"5"	"m"	"2016-04-18"	""
"18024"	"2024"	"Clusiaceae"	"Moronobea"	"Moronobea"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.3"	"29.3"	"E"	"DAP"	"30"	"mm"	"2016-04-18"	""
"18024"	"2024"	"Clusiaceae"	"Moronobea"	"Moronobea"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.3"	"29.3"	"E"	"Altura"	"5"	"m"	"2016-04-18"	""
"18025"	"1334"	"Sapotaceae"	""	"Sapotaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.3"	"36.7"	"D"	"DAP"	"26"	"mm"	"2016-04-18"	""
"18025"	"1334"	"Sapotaceae"	""	"Sapotaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.3"	"36.7"	"D"	"Altura"	"5"	"m"	"2016-04-18"	""
"18026"	"2148"	"Burseraceae"	"Protium"	"Protium"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.8"	"46.7"	"E"	"DAP"	"40"	"mm"	"2016-04-18"	""
"18026"	"2148"	"Burseraceae"	"Protium"	"Protium"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.8"	"46.7"	"E"	"Altura"	"6"	"m"	"2016-04-18"	""
"18027"	"1196"	"Clusiaceae"	""	"Clusiaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"6.2"	"48.2"	"D"	"DAP"	"38"	"mm"	"2016-04-18"	""
"18027"	"1196"	"Clusiaceae"	""	"Clusiaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"6.2"	"48.2"	"D"	"Altura"	"6"	"m"	"2016-04-18"	""
"18040"	"515"	"Clusiaceae"	"Calophyllum"	"Calophyllum"	"Transecto 2"	"100"	"500"	"Parcela 22"	"10"	"50"	"0"	"0"	"0.6"	"4.8"	"D"	"DAP"	"29"	"mm"	"2016-04-18"	""
"18040"	"515"	"Clusiaceae"	"Calophyllum"	"Calophyllum"	"Transecto 2"	"100"	"500"	"Parcela 22"	"10"	"50"	"0"	"0"	"0.6"	"4.8"	"D"	"Altura"	"3"	"m"	"2016-04-18"	""
"18060"	"1887"	"Arecaceae"	"Mauritiella"	"Mauritiella aculeata"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.5"	"32"	"D"	"DAP"	"188"	"mm"	"2016-04-18"	""
"18060"	"1887"	"Arecaceae"	"Mauritiella"	"Mauritiella aculeata"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.5"	"32"	"D"	"Altura"	"10"	"m"	"2016-04-18"	""
"18061"	"759"	"Sapotaceae"	"Pouteria"	"Pouteria"	"Transecto 2"	"100"	"500"	"Parcela 22"	"10"	"50"	"0"	"0"	"5.3"	"24.4"	"D"	"DAP"	"202"	"mm"	"2016-04-18"	""
"18061"	"759"	"Sapotaceae"	"Pouteria"	"Pouteria"	"Transecto 2"	"100"	"500"	"Parcela 22"	"10"	"50"	"0"	"0"	"5.3"	"24.4"	"D"	"Altura"	"15"	"m"	"2016-04-18"	""
"18068"	"942"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Transecto 2"	"100"	"500"	"Parcela 21"	"10"	"50"	"0"	"0"	"2.6"	"4.6"	"D"	"DAP"	"217"	"mm"	"2016-04-18"	""
"18068"	"942"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Transecto 2"	"100"	"500"	"Parcela 21"	"10"	"50"	"0"	"0"	"2.6"	"4.6"	"D"	"Altura"	"15"	"m"	"2016-04-18"	""
"18069"	"2463"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.7"	"11.4"	"D"	"DAP"	"169"	"mm"	"2016-04-18"	""
"18069"	"2463"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.7"	"11.4"	"D"	"Altura"	"9"	"m"	"2016-04-18"	""
"18070"	"452"	"Malvaceae"	"Catostemma"	"Catostemma"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.2"	"13.8"	"D"	"DAP"	"52"	"mm"	"2016-04-18"	""
"18070"	"452"	"Malvaceae"	"Catostemma"	"Catostemma"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.2"	"13.8"	"D"	"Altura"	"6"	"m"	"2016-04-18"	""
"18071"	"399"	"Rubiaceae"	""	"Rubiaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.8"	"16.8"	"D"	"DAP"	"137"	"mm"	"2016-04-18"	""
"18071"	"399"	"Rubiaceae"	""	"Rubiaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.8"	"16.8"	"D"	"Altura"	"9"	"m"	"2016-04-18"	""
"18072"	"359"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.5"	"47.4"	"E"	"DAP"	"146"	"mm"	"2016-04-18"	""
"18072"	"359"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.5"	"47.4"	"E"	"Altura"	"10"	"m"	"2016-04-18"	""
"18073"	"1042"	"Burseraceae"	"Protium"	"Protium"	"Transecto 2"	"100"	"500"	"Parcela 21"	"10"	"50"	"0"	"0"	"4"	"42.4"	"D"	"DAP"	"219"	"mm"	"2016-04-18"	""
"18073"	"1042"	"Burseraceae"	"Protium"	"Protium"	"Transecto 2"	"100"	"500"	"Parcela 21"	"10"	"50"	"0"	"0"	"4"	"42.4"	"D"	"Altura"	"15"	"m"	"2016-04-18"	""
"18075"	"1534"	"Lecythidaceae"	"Cariniana"	"Cariniana"	"Transecto 7"	"100"	"500"	"Parcela 9"	"10"	"50"	"0"	"0"	"0.4"	"32.6"	"E"	"DAP"	"168"	"mm"	"2016-04-16"	""
"18075"	"1534"	"Lecythidaceae"	"Cariniana"	"Cariniana"	"Transecto 7"	"100"	"500"	"Parcela 9"	"10"	"50"	"0"	"0"	"0.4"	"32.6"	"E"	"Altura"	"12"	"m"	"2016-04-16"	""
"18077"	"1014"	"Sapotaceae"	""	"Sapotaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.2"	"44"	"D"	"DAP"	"127"	"mm"	"2016-04-18"	""
"18077"	"1014"	"Sapotaceae"	""	"Sapotaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.2"	"44"	"D"	"Altura"	"8"	"m"	"2016-04-18"	""
"18078"	"574"	"Burseraceae"	"Protium"	"Protium"	"Transecto 2"	"100"	"500"	"Parcela 21"	"10"	"50"	"0"	"0"	"0.3"	"28.6"	"E"	"DAP"	"58"	"mm"	"2016-04-18"	""
"18078"	"574"	"Burseraceae"	"Protium"	"Protium"	"Transecto 2"	"100"	"500"	"Parcela 21"	"10"	"50"	"0"	"0"	"0.3"	"28.6"	"E"	"Altura"	"10"	"m"	"2016-04-18"	""
"18089"	"977"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Transecto 7"	"100"	"500"	"Parcela 9"	"10"	"50"	"0"	"0"	"0"	"16"	"E"	"DAP"	"40"	"mm"	"2016-04-16"	""
"18089"	"977"	"Fabaceae"	"Macrolobium"	"Macrolobium"	"Transecto 7"	"100"	"500"	"Parcela 9"	"10"	"50"	"0"	"0"	"0"	"16"	"E"	"Altura"	"7"	"m"	"2016-04-16"	""
"18092"	"719"	"Humiriaceae"	""	"Humiriaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.1"	"13"	"E"	"DAP"	"120"	"mm"	"2016-04-18"	""
"18092"	"719"	"Humiriaceae"	""	"Humiriaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.1"	"13"	"E"	"Altura"	"10"	"m"	"2016-04-18"	""
"18093"	"727"	"Fabaceae"	""	"Fabaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.7"	"25.8"	"D"	"DAP"	"54"	"mm"	"2016-04-18"	""
"18093"	"727"	"Fabaceae"	""	"Fabaceae"	"Transecto 2"	"100"	"500"	"Parcela 20"	"10"	"50"	"0"	"0"	"0.7"	"25.8"	"D"	"Altura"	"3"	"m"	"2016-04-18"	""
"18118"	"1346"	""	""	""	"Transecto 7"	"100"	"500"	"Parcela 9"	"10"	"50"	"0"	"0"	"0.1"	"16.5"	"D"	"DAP"	"45"	"mm"	"2016-04-16"	""
"18118"	"1346"	""	""	""	"Transecto 7"	"100"	"500"	"Parcela 9"	"10"	"50"	"0"	"0"	"0.1"	"16.5"	"D"	"Altura"	"8"	"m"	"2016-04-16"	""
"18196"	"1117"	"Burseraceae"	"Protium"	"Protium"	"Transecto 7"	"100"	"500"	"Parcela 9"	"10"	"50"	"0"	"0"	"5"	"28.2"	"D"	"DAP"	"239"	"mm"	"2016-04-16"	"Censo00_Area2"
"18196"	"1117"	"Burseraceae"	"Protium"	"Protium"	"Transecto 7"	"100"	"500"	"Parcela 9"	"10"	"50"	"0"	"0"	"5"	"28.2"	"D"	"Altura"	"10"	"m"	"2016-04-16"	"Censo00_Area2"
"18205"	"2116"	"Myrtaceae"	""	"Myrtaceae"	"Transecto 7"	"100"	"500"	"Parcela 6"	"10"	"50"	"0"	"0"	"0.6"	"45.5"	"D"	"DAP"	"25"	"mm"	"2016-04-15"	"Censo00_Area2"
"18205"	"2116"	"Myrtaceae"	""	"Myrtaceae"	"Transecto 7"	"100"	"500"	"Parcela 6"	"10"	"50"	"0"	"0"	"0.6"	"45.5"	"D"	"Altura"	"2"	"m"	"2016-04-15"	"Censo00_Area2"
"18206"	"2217"	"Fabaceae"	"Swartzia"	"Swartzia"	"Transecto 7"	"100"	"500"	"Parcela 7"	"10"	"50"	"0"	"0"	"0"	"2.2"	"E"	"DAP"	"38"	"mm"	"2016-04-15"	"Censo00_Area2"
"18206"	"2217"	"Fabaceae"	"Swartzia"	"Swartzia"	"Transecto 7"	"100"	"500"	"Parcela 7"	"10"	"50"	"0"	"0"	"0"	"2.2"	"E"	"Altura"	"3"	"m"	"2016-04-15"	"Censo00_Area2"
"18207"	"622"	"Nyctaginaceae"	""	"Nyctaginaceae"	"Transecto 7"	"100"	"500"	"Parcela 8"	"10"	"50"	"0"	"0"	"0.8"	"15.3"	"E"	"DAP"	"32"	"mm"	"2016-04-15"	"Censo00_Area2"
"18207"	"622"	"Nyctaginaceae"	""	"Nyctaginaceae"	"Transecto 7"	"100"	"500"	"Parcela 8"	"10"	"50"	"0"	"0"	"0.8"	"15.3"	"E"	"Altura"	"4"	"m"	"2016-04-15"	"Censo00_Area2"
"18208"	"65"	"Humiriaceae"	"Sacoglottis"	"Sacoglottis"	"Transecto 7"	"100"	"500"	"Parcela 8"	"10"	"50"	"0"	"0"	"0.2"	"32"	"E"	"DAP"	"26"	"mm"	"2016-04-15"	"Censo00_Area2"
"18208"	"65"	"Humiriaceae"	"Sacoglottis"	"Sacoglottis"	"Transecto 7"	"100"	"500"	"Parcela 8"	"10"	"50"	"0"	"0"	"0.2"	"32"	"E"	"Altura"	"3"	"m"	"2016-04-15"	"Censo00_Area2"
"18213"	"265"	"Euphorbiaceae"	""	"Euphorbiaceae"	"Transecto 7"	"100"	"500"	"Parcela 8"	"10"	"50"	"0"	"0"	"0"	"33.2"	"E"	"DAP"	"31"	"mm"	"2016-04-15"	"Censo00_Area2"
"18213"	"265"	"Euphorbiaceae"	""	"Euphorbiaceae"	"Transecto 7"	"100"	"500"	"Parcela 8"	"10"	"50"	"0"	"0"	"0"	"33.2"	"E"	"Altura"	"6"	"m"	"2016-04-15"	"Censo00_Area2"
"18214"	"1451"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Transecto 7"	"100"	"500"	"Parcela 5"	"10"	"50"	"0"	"0"	"5.2"	"38.7"	"D"	"DAP"	"366"	"mm"	"2016-04-15"	"Censo00_Area2"
"18214"	"1451"	"Apocynaceae"	"Aspidosperma"	"Aspidosperma"	"Transecto 7"	"100"	"500"	"Parcela 5"	"10"	"50"	"0"	"0"	"5.2"	"38.7"	"D"	"Altura"	"13"	"m"	"2016-04-15"	"Censo00_Area2"
"18215"	"1343"	"Fabaceae"	"Swartzia"	"Swartzia"	"Transecto 7"	"100"	"500"	"Parcela 5"	"10"	"50"	"0"	"0"	"7.2"	"23.7"	"D"	"DAP"	"332"	"mm"	"2016-04-15"	"Censo00_Area2"
"18215"	"1343"	"Fabaceae"	"Swartzia"	"Swartzia"	"Transecto 7"	"100"	"500"	"Parcela 5"	"10"	"50"	"0"	"0"	"7.2"	"23.7"	"D"	"Altura"	"14"	"m"	"2016-04-15"	"Censo00_Area2"
"18216"	"2004"	"Sapotaceae"	"Ecclinusa"	"Ecclinusa"	"Transecto 7"	"100"	"500"	"Parcela 6"	"10"	"50"	"0"	"0"	"0.5"	"32.2"	"D"	"DAP"	"383"	"mm"	"2016-04-15"	"Censo00_Area2"
"18216"	"2004"	"Sapotaceae"	"Ecclinusa"	"Ecclinusa"	"Transecto 7"	"100"	"500"	"Parcela 6"	"10"	"50"	"0"	"0"	"0.5"	"32.2"	"D"	"Altura"	"11"	"m"	"2016-04-15"	"Censo00_Area2"
"18217"	"2283"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Transecto 7"	"100"	"500"	"Parcela 6"	"10"	"50"	"0"	"0"	"2.7"	"43.6"	"D"	"DAP"	"387"	"mm"	"2016-04-15"	"Censo00_Area2"
"18217"	"2283"	"Euphroniaceae"	"Euphronia"	"Euphronia hirtelloides"	"Transecto 7"	"100"	"500"	"Parcela 6"	"10"	"50"	"0"	"0"	"2.7"	"43.6"	"D"	"Altura"	"11"	"m"	"2016-04-15"	"Censo00_Area2"
"18218"	"1021"	"Humiriaceae"	"Sacoglottis"	"Sacoglottis"	"Transecto 7"	"100"	"500"	"Parcela 6"	"10"	"50"	"0"	"0"	"7.7"	"11.3"	"D"	"DAP"	"558"	"mm"	"2016-04-15"	"Censo00_Area2"
"18218"	"1021"	"Humiriaceae"	"Sacoglottis"	"Sacoglottis"	"Transecto 7"	"100"	"500"	"Parcela 6"	"10"	"50"	"0"	"0"	"7.7"	"11.3"	"D"	"Altura"	"11"	"m"	"2016-04-15"	"Censo00_Area2"
"18219"	"1322"	"Rubiaceae"	""	"Rubiaceae"	"Transecto 7"	"100"	"500"	"Parcela 7"	"10"	"50"	"0"	"0"	"10"	"47.1"	"D"	"DAP"	"662"	"mm"	"2016-04-15"	"Censo00_Area2"
"18219"	"1322"	"Rubiaceae"	""	"Rubiaceae"	"Transecto 7"	"100"	"500"	"Parcela 7"	"10"	"50"	"0"	"0"	"10"	"47.1"	"D"	"Altura"	"13"	"m"	"2016-04-15"	"Censo00_Area2"
"18220"	"181"	"Apocynaceae"	"Tabernaemontana"	"Tabernaemontana"	"Transecto 7"	"100"	"500"	"Parcela 7"	"10"	"50"	"0"	"0"	"7.8"	"11"	"D"	"DAP"	"484"	"mm"	"2016-04-15"	"Censo00_Area2"
"18220"	"181"	"Apocynaceae"	"Tabernaemontana"	"Tabernaemontana"	"Transecto 7"	"100"	"500"	"Parcela 7"	"10"	"50"	"0"	"0"	"7.8"	"11"	"D"	"Altura"	"12"	"m"	"2016-04-15"	"Censo00_Area2"
"18221"	"1523"	"Malvaceae"	"Pachira"	"Pachira"	"Transecto 7"	"100"	"500"	"Parcela 8"	"10"	"50"	"0"	"0"	"0.2"	"8.4"	"D"	"DAP"	"268"	"mm"	"2016-04-15"	"Censo00_Area2"
"18221"	"1523"	"Malvaceae"	"Pachira"	"Pachira"	"Transecto 7"	"100"	"500"	"Parcela 8"	"10"	"50"	"0"	"0"	"0.2"	"8.4"	"D"	"Altura"	"12"	"m"	"2016-04-15"	"Censo00_Area2"
"18222"	"828"	"Apocynaceae"	""	"Apocynaceae"	"Transecto 7"	"100"	"500"	"Parcela 5"	"10"	"50"	"0"	"0"	"0"	"37"	"E"	"DAP"	"75"	"mm"	"2016-04-15"	"Censo00_Area2"
"18222"	"828"	"Apocynaceae"	""	"Apocynaceae"	"Transecto 7"	"100"	"500"	"Parcela 5"	"10"	"50"	"0"	"0"	"0"	"37"	"E"	"Altura"	"10"	"m"	"2016-04-15"	"Censo00_Area2"
"18223"	"2414"	"Burseraceae"	"Protium"	"Protium"	"Transecto 7"	"100"	"500"	"Parcela 5"	"10"	"50"	"0"	"0"	"1"	"43"	"D"	"DAP"	"34"	"mm"	"2016-04-15"	"Censo00_Area2"
